category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
Process	GO:0051607	25	210	9606	OAS3,EIF2AK2,BST2,OASL,SAMHD1,DTX3L,ISG20,STAT2,TRIM25,MX2,OAS2,PLSCR1,PARP9,STAT1,IFI16,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,OAS1	OAS3,EIF2AK2,BST2,OASL,SAMHD1,DTX3L,ISG20,STAT2,TRIM25,MX2,OAS2,PLSCR1,PARP9,STAT1,IFI16,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,OAS1	9.02e-25	3.59e-21	Defense response to virus	20.44490555142168	1.319845858265627	26.984123914675827
Process	GO:0009615	27	293	9606	OAS3,EIF2AK2,BST2,OASL,SAMHD1,DTX3L,ISG20,STAT2,TRIM25,MX2,OAS2,PLSCR1,PARP9,STAT1,IFI16,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1	OAS3,EIF2AK2,BST2,OASL,SAMHD1,DTX3L,ISG20,STAT2,TRIM25,MX2,OAS2,PLSCR1,PARP9,STAT1,IFI16,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1	5.1899999999999996e-24	1.33e-20	Response to virus	19.876148359032914	1.2086212881323866	24.022736032804783
Process	GO:0045087	34	703	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,OASL,SAMHD1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PARP9,STAT1,IFI16,GBP2,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	OAS3,EIF2AK2,MT2A,BST2,TRIM21,OASL,SAMHD1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PARP9,STAT1,IFI16,GBP2,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	1.0600000000000001e-21	2.26e-18	Innate immune response	17.6458915608526	0.9286487363499397	16.386834899753833
Process	GO:0048525	18	105	9606	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,SP100,TRIM14,PLSCR1,STAT1,IFI16,IFIT5,IFIT1,ISG15,MX1,OAS1	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,SP100,TRIM14,PLSCR1,STAT1,IFI16,IFIT5,IFIT1,ISG15,MX1,OAS1	1.42e-20	2.61e-17	Negative regulation of viral process	16.583359492661717	1.4782083503608767	24.513660479088863
Process	GO:0098542	36	900	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,OASL,SAMHD1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	OAS3,EIF2AK2,MT2A,BST2,TRIM21,OASL,SAMHD1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	2.16e-20	3.47e-17	Defense response to other organism	16.459670525209127	0.846185135655471	13.927928536218444
Process	GO:0009607	40	1289	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SAMHD1,HERC6,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14,TXNIP	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SAMHD1,HERC6,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14,TXNIP	6.12e-19	8.74e-16	Response to biotic stimulus	15.058488567365597	0.7359322183020679	11.082026895657693
Process	GO:0051707	39	1256	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SAMHD1,HERC6,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SAMHD1,HERC6,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	1.91e-18	2.45e-15	Response to other organism	14.610833915635467	0.7362001119528304	10.756497564415042
Process	GO:0050792	20	215	9606	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,SP100,TRIM14,PLSCR1,STAT1,IFI16,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,SP100,TRIM14,PLSCR1,STAT1,IFI16,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1	5.48e-18	5.87e-15	Regulation of viral process	14.231361898752386	1.2127166800758844	17.258609954813426
Process	GO:0006955	42	1588	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,OASL,SAMHD1,PFKL,DYNC1LI1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PARP9,STAT1,PNP,IFI16,CTSS,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,TAPBP,PARP14,ARMC8	OAS3,EIF2AK2,MT2A,BST2,TRIM21,OASL,SAMHD1,PFKL,DYNC1LI1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PARP9,STAT1,PNP,IFI16,CTSS,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,TAPBP,PARP14,ARMC8	1.77e-17	1.75e-14	Immune response	13.756961951313706	0.6665239366343315	9.169344435918326
Process	GO:1903901	15	86	9606	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,PLSCR1,IFI16,IFIT5,IFIT1,ISG15,MX1,OAS1	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,PLSCR1,IFI16,IFIT5,IFIT1,ISG15,MX1,OAS1	2.11e-17	1.81e-14	Negative regulation of viral life cycle	13.742321425130816	1.4857179521396222	20.41721364538981
Process	GO:0006952	38	1296	9606	OAS3,EIF2AK2,MT2A,APOL2,BST2,TRIM21,AP3B1,OASL,SAMHD1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	OAS3,EIF2AK2,MT2A,APOL2,BST2,TRIM21,AP3B1,OASL,SAMHD1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PARP14	3.85e-17	3.09e-14	Defense response	13.510041520575164	0.7113037394097442	9.60974305316602
Process	GO:0002376	51	2481	9606	PSME2,OAS3,EIF2AK2,MT2A,BST2,TRIM21,AP3B1,OASL,SAMHD1,HERC6,ANLN,RB1,PFKL,DYNC1LI1,MYO1E,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,PNP,IFI16,CTSS,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,PIR,SEC31A,LGALS9,MX1,OAS1,IFI35,TAPBP,PARP14,ARMC8	PSME2,OAS3,EIF2AK2,MT2A,BST2,TRIM21,AP3B1,OASL,SAMHD1,HERC6,ANLN,RB1,PFKL,DYNC1LI1,MYO1E,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,PNP,IFI16,CTSS,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,PIR,SEC31A,LGALS9,MX1,OAS1,IFI35,TAPBP,PARP14,ARMC8	4.86e-17	3.68e-14	Immune system process	13.434152181326482	0.5570685561532358	7.483743758794387
Process	GO:1903900	17	153	9606	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,PLSCR1,IFI16,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1	OAS3,EIF2AK2,BST2,TRIM21,OASL,ISG20,TRIM25,OAS2,PLSCR1,IFI16,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1	1.33e-16	9.48e-14	Regulation of viral life cycle	13.023191662661933	1.2898826348881838	16.798388776488203
