category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
COMPARTMENTS	GOCC:0030684	8	66	9606	NIP7,IMP4,UTP6,DCAF13,BMS1,NGDN,NOP14,BOP1	NIP7,IMP4,UTP6,DCAF13,BMS1,NGDN,NOP14,BOP1	6.11e-09	1.08e-06	Preribosome
COMPARTMENTS	GOCC:0110165	99	13853	9606	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,BTN3A3,SERPINF1,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,OSBPL5,ICAM1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,CXCL10,F2,NIPSNAP2,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,FBLN5,TOR1A,SLC17A5,CACNA2D1,ITIH2,MAK16,TGM2,CFH,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,EPHB2,PSMB9,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,SLC33A1,C1S,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,PLXNB2,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,BTN3A3,SERPINF1,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,OSBPL5,ICAM1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,CXCL10,F2,GBAS,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,FBLN5,TOR1A,SLC17A5,CACNA2D1,ITIH2,MAK16,TGM2,CFH,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,EPHB2,PSMB9,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,SLC33A1,C1S,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,PLXNB2,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	8.09e-09	1.34e-06	Cellular anatomical entity
COMPARTMENTS	GOCC:0005622	88	11202	9606	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,OSBPL5,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,F2,NIPSNAP2,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,PSMB9,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,OSBPL5,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,F2,GBAS,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,PSMB9,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	1.57e-08	2.41e-06	Intracellular
COMPARTMENTS	GOCC:0098798	12	291	9606	NDUFB4,MRPS18B,NDUFB10,NDUFC2,NDUFS4,TIMM22,MRPL54,NDUFS5,DNAJC11,APOO,MRPS14,MRPL22	NDUFB4,MRPS18B,NDUFB10,NDUFC2,NDUFS4,TIMM22,MRPL54,NDUFS5,DNAJC11,APOO,MRPS14,MRPL22	8.69e-08	1.25e-05	Mitochondrial protein complex
COMPARTMENTS	GOCC:0005730	15	594	9606	NIP7,IMP4,UTP6,SMARCA5,DCAF13,UBTF,WDR75,MAK16,BMS1,NGDN,TOP2B,NOP14,BOP1,RNF213,DDX27	NIP7,IMP4,UTP6,SMARCA5,DCAF13,UBTF,WDR75,MAK16,BMS1,NGDN,TOP2B,NOP14,BOP1,RNF213,DDX27	9.3e-07	0.00013	Nucleolus
COMPARTMENTS	GOCC:0030686	5	29	9606	IMP4,UTP6,BMS1,NOP14,BOP1	IMP4,UTP6,BMS1,NOP14,BOP1	1.01e-06	0.00013	90S preribosome
COMPARTMENTS	GOCC:0098800	8	143	9606	NDUFB4,NDUFB10,NDUFC2,NDUFS4,TIMM22,NDUFS5,DNAJC11,APOO	NDUFB4,NDUFB10,NDUFC2,NDUFS4,TIMM22,NDUFS5,DNAJC11,APOO	1.6e-06	0.00019	Inner mitochondrial membrane protein complex
COMPARTMENTS	GOCC:0032040	5	34	9606	IMP4,UTP6,DCAF13,NGDN,NOP14	IMP4,UTP6,DCAF13,NGDN,NOP14	2.06e-06	0.00024	Small-subunit processome
COMPARTMENTS	GOCC:0005737	66	7871	9606	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,NIP7,COX5B,MRPS18B,LGALS3BP,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NDUFS4,SLC27A4,F2,NIPSNAP2,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,TOR1A,SLC17A5,ITIH2,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,IFIT3,IFIT2,NDUFS5,CISD1,PSMB9,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,RNF213	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,NIP7,COX5B,MRPS18B,LGALS3BP,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NDUFS4,SLC27A4,F2,GBAS,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,TOR1A,SLC17A5,ITIH2,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,IFIT3,IFIT2,NDUFS5,CISD1,PSMB9,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,RNF213	4.1e-06	0.00045	Cytoplasm
COMPARTMENTS	GOCC:0072562	7	116	9606	LGALS3BP,SERPING1,F2,HBA1,ITIH2,CFH,C1S	LGALS3BP,SERPING1,F2,HBA1,ITIH2,CFH,C1S	4.59e-06	0.00048	Blood microparticle
COMPARTMENTS	GOCC:1903561	12	444	9606	CD74,SERPINF1,LGALS3BP,ICAM1,ANXA3,SERPING1,F2,TGM2,CFH,F5,HLA-C,HLA-B	CD74,SERPINF1,LGALS3BP,ICAM1,ANXA3,SERPING1,F2,TGM2,CFH,F5,HLA-C,HLA-B	6.39e-06	0.00064	Extracellular vesicle
COMPARTMENTS	GOCC:0005747	5	46	9606	NDUFB4,NDUFB10,NDUFC2,NDUFS4,NDUFS5	NDUFB4,NDUFB10,NDUFC2,NDUFS4,NDUFS5	7.97e-06	0.00074	Mitochondrial respiratory chain complex i
COMPARTMENTS	GOCC:0031301	9	255	9606	CD74,LEMD2,SFXN1,TMEM11,TAP2,HLA-C,DNAJC11,APOO,HLA-B	CD74,LEMD2,SFXN1,TMEM11,TAP2,HLA-C,DNAJC11,APOO,HLA-B	1.3e-05	0.0011	Integral component of organelle membrane
COMPARTMENTS	GOCC:1990904	13	562	9606	NIP7,IMP4,MRPS18B,UTP6,DCAF13,HBA1,MRPL54,BMS1,NGDN,NOP14,MRPS14,MRPL22,BOP1	NIP7,IMP4,MRPS18B,UTP6,DCAF13,HBA1,MRPL54,BMS1,NGDN,NOP14,MRPS14,MRPL22,BOP1	1.31e-05	0.0011	Ribonucleoprotein complex
COMPARTMENTS	GOCC:0005615	17	985	9606	CD74,NMI,SERPINF1,LGALS3BP,ICAM1,ANXA3,SERPING1,CXCL10,F2,HBA1,ITIH2,TGM2,CFH,CTSS,HLA-C,C1S,HLA-B	CD74,NMI,SERPINF1,LGALS3BP,ICAM1,ANXA3,SERPING1,CXCL10,F2,HBA1,ITIH2,TGM2,CFH,CTSS,HLA-C,C1S,HLA-B	2.46e-05	0.0018	Extracellular space
COMPARTMENTS	GOCC:0070013	32	2812	9606	CD74,ACOT8,NIP7,IMP4,MRPS18B,UTP6,LGALS3BP,SERPING1,SMARCA5,DCAF13,UBTF,F2,WDR75,HBA1,MRPL54,TOR1A,ITIH2,MAK16,F5,CTSS,SMARCA1,BMS1,NGDN,TOP2B,NOP14,MRPS14,MRPL22,BOP1,RNF213,MBD1,HIST1H4A,DDX27	CD74,ACOT8,NIP7,IMP4,MRPS18B,UTP6,LGALS3BP,SERPING1,SMARCA5,DCAF13,UBTF,F2,WDR75,HBA1,MRPL54,TOR1A,ITIH2,MAK16,F5,CTSS,SMARCA1,BMS1,NGDN,TOP2B,NOP14,MRPS14,MRPL22,BOP1,RNF213,MBD1,HIST1H4A,DDX27	2.51e-05	0.0018	Intracellular organelle lumen
COMPARTMENTS	GOCC:0005576	25	2035	9606	CD74,NMI,SERPINF1,LGALS3BP,ICAM1,ANXA3,SERPING1,CXCL10,F2,HBA1,FBLN5,TOR1A,SLC17A5,ITIH2,TGM2,CFH,F5,CTSS,GBP1,EPHB2,HLA-C,APOO,C1S,HLA-B,PLXNB2	CD74,NMI,SERPINF1,LGALS3BP,ICAM1,ANXA3,SERPING1,CXCL10,F2,HBA1,FBLN5,TOR1A,SLC17A5,ITIH2,TGM2,CFH,F5,CTSS,GBP1,EPHB2,HLA-C,APOO,C1S,HLA-B,PLXNB2	7.64e-05	0.0049	Extracellular region
COMPARTMENTS	GOCC:0031305	4	43	9606	SFXN1,TMEM11,DNAJC11,APOO	SFXN1,TMEM11,DNAJC11,APOO	0.00012	0.0072	Integral component of mitochondrial inner membrane
COMPARTMENTS	GOCC:0016020	49	5657	9606	CD74,NDUFB4,TMEM97,NMI,BTN3A3,COX5B,SAMHD1,ICAM1,ANXA3,ACAD11,NDUFB10,SIGMAR1,NDUFC2,EXOG,LEMD2,NDUFS4,SLC27A4,NIPSNAP2,SFXN1,TMEM11,TIMM22,TMEM179B,SYNE3,TOR1A,SLC17A5,CACNA2D1,TGM2,SOAT1,F5,NDUFAF4,GBP1,NDUFS5,CISD1,EPHB2,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,SLC33A1,IFITM1,SLC25A12,RDH13,HLA-B,SLC25A13,PLXNB2,MRPS14,SMIM20,SLC25A10	CD74,NDUFB4,TMEM97,NMI,BTN3A3,COX5B,SAMHD1,ICAM1,ANXA3,ACAD11,NDUFB10,SIGMAR1,NDUFC2,EXOG,LEMD2,NDUFS4,SLC27A4,GBAS,SFXN1,TMEM11,TIMM22,TMEM179B,SYNE3,TOR1A,SLC17A5,CACNA2D1,TGM2,SOAT1,F5,NDUFAF4,GBP1,NDUFS5,CISD1,EPHB2,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,SLC33A1,IFITM1,SLC25A12,RDH13,HLA-B,SLC25A13,PLXNB2,MRPS14,SMIM20,SLC25A10	0.00012	0.0073	Membrane
COMPARTMENTS	GOCC:0030670	4	48	9606	ANXA3,TAP2,HLA-C,HLA-B	ANXA3,TAP2,HLA-C,HLA-B	0.00018	0.0097	Phagocytic vesicle membrane
COMPARTMENTS	GOCC:0032991	45	5142	9606	CD74,NDUFB4,NIP7,IMP4,MRPS18B,UTP6,SAMHD1,ICAM1,NDUFB10,SERPING1,NDUFC2,SMARCA5,EXOG,NDUFS4,DCAF13,DYNLRB2,CXCL10,F2,WDR75,TIMM22,HBA1,MRPL54,SYNE3,TOR1A,CACNA2D1,TGM2,SMARCA1,NDUFS5,BMS1,PSMB9,TAP2,HLA-C,DNAJC11,APOO,C1S,NGDN,IFITM1,TOP2B,HLA-B,NOP14,PLXNB2,MRPS14,MRPL22,BOP1,HIST1H4A	CD74,NDUFB4,NIP7,IMP4,MRPS18B,UTP6,SAMHD1,ICAM1,NDUFB10,SERPING1,NDUFC2,SMARCA5,EXOG,NDUFS4,DCAF13,DYNLRB2,CXCL10,F2,WDR75,TIMM22,HBA1,MRPL54,SYNE3,TOR1A,CACNA2D1,TGM2,SMARCA1,NDUFS5,BMS1,PSMB9,TAP2,HLA-C,DNAJC11,APOO,C1S,NGDN,IFITM1,TOP2B,HLA-B,NOP14,PLXNB2,MRPS14,MRPL22,BOP1,HIST1H4A	0.00023	0.0125	Protein-containing complex
COMPARTMENTS	GOCC:0005635	8	296	9606	TMEM97,SIGMAR1,LEMD2,SYNE3,TOR1A,HTATIP2,MRPS14,POM121C	TMEM97,SIGMAR1,LEMD2,SYNE3,TOR1A,HTATIP2,MRPS14,POM121C	0.00024	0.0127	Nuclear envelope
COMPARTMENTS	GOCC:0036436	2	3	9606	SMARCA5,SMARCA1	SMARCA5,SMARCA1	0.00028	0.0146	Isw1a complex
