category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0051607	20	210	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,MX1,IFITM1,OAS1	6.54e-30	8.41e-26	Defense response to virus
Process	GO:0009615	21	293	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	4.54e-29	2.92e-25	Response to virus
Process	GO:0060337	14	67	9606	OAS3,OASL,SAMHD1,ISG20,MX2,OAS2,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,ISG20,MX2,OAS2,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,MX1,IFITM1,OAS1	4.57e-25	1.96e-21	Type i interferon signaling pathway
Process	GO:0045087	23	703	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,GBP4,GBP1,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,GBP4,GBP1,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	1.25e-24	2.91e-21	Innate immune response
Process	GO:0098542	24	900	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	7.92e-24	1.45e-20	Defense response to other organism
Process	GO:0051707	26	1256	9606	OAS3,CMPK2,OASL,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,CMPK2,OASL,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	1.7e-23	2.73e-20	Response to other organism
Process	GO:0044419	29	1899	9606	OAS3,CMPK2,OASL,SP110,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,CMPK2,OASL,SP110,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	2.14e-23	2.75e-20	Interspecies interaction between organisms
Process	GO:0006955	27	1588	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	1.98e-22	2.12e-19	Immune response
Process	GO:0006952	25	1296	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	1.22e-21	1.21e-18	Defense response
Process	GO:0002376	28	2481	9606	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	9.37e-19	8.6e-16	Immune system process
Process	GO:0002252	21	969	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,CTSS,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,CTSS,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,MX1,IFITM1,OAS1	1.3e-18	1.11e-15	Immune effector process
Process	GO:0045071	10	61	9606	OAS3,OASL,ISG20,OAS2,IFIT1,ISG15,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,ISG20,OAS2,IFIT1,ISG15,RSAD2,MX1,IFITM1,OAS1	4.73e-17	3.8e-14	Negative regulation of viral genome replication
Process	GO:0048525	11	105	9606	OAS3,OASL,ISG20,OAS2,TRIM14,IFIT1,ISG15,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,ISG20,OAS2,TRIM14,IFIT1,ISG15,RSAD2,MX1,IFITM1,OAS1	1.02e-16	7.27e-14	Negative regulation of viral process
Process	GO:0050792	12	215	9606	OAS3,OASL,ISG20,OAS2,TRIM14,IFIT1,ISG15,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,OASL,ISG20,OAS2,TRIM14,IFIT1,ISG15,RSAD2,LGALS9,MX1,IFITM1,OAS1	4.26e-15	2.68e-12	Regulation of viral process
Process	GO:1903900	11	153	9606	OAS3,OASL,ISG20,OAS2,IFIT1,ISG15,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,OASL,ISG20,OAS2,IFIT1,ISG15,RSAD2,LGALS9,MX1,IFITM1,OAS1	5.02e-15	2.93e-12	Regulation of viral life cycle
Process	GO:0071345	18	1013	9606	OAS3,OASL,SAMHD1,TLR3,ISG20,MX2,OAS2,GBP4,GBP1,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,TLR3,ISG20,MX2,OAS2,GBP4,GBP1,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,LGALS9,MX1,IFITM1,OAS1	3.03e-14	1.62e-11	Cellular response to cytokine stimulus
Process	GO:0019221	15	678	9606	OAS3,OASL,SAMHD1,ISG20,MX2,OAS2,GBP1,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,ISG20,MX2,OAS2,GBP1,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,MX1,IFITM1,OAS1	4.05e-13	2e-10	Cytokine-mediated signaling pathway
Process	GO:0071310	22	2369	9606	OAS3,CMPK2,OASL,SAMHD1,IFIH1,TLR3,ISG20,MX2,OAS2,CTSS,GBP4,GBP1,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,CMPK2,OASL,SAMHD1,IFIH1,TLR3,ISG20,MX2,OAS2,CTSS,GBP4,GBP1,IFIT1,IFIT3,IFIT2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	4.94e-12	2.35e-09	Cellular response to organic substance
Process	GO:0034341	9	182	9606	OAS3,OASL,TLR3,OAS2,GBP4,GBP1,LGALS9,IFITM1,OAS1	OAS3,OASL,TLR3,OAS2,GBP4,GBP1,LGALS9,IFITM1,OAS1	4.92e-11	2.18e-08	Response to interferon-gamma
Process	GO:0071346	8	161	9606	OAS3,OASL,TLR3,OAS2,GBP4,GBP1,LGALS9,OAS1	OAS3,OASL,TLR3,OAS2,GBP4,GBP1,LGALS9,OAS1	6.37e-10	2.56e-07	Cellular response to interferon-gamma
Process	GO:0035455	5	23	9606	MX2,IFIT3,IFIT2,IFITM1,OAS1	MX2,IFIT3,IFIT2,IFITM1,OAS1	1.49e-09	5.81e-07	Response to interferon-alpha
Process	GO:0060700	4	9	9606	OAS3,OASL,OAS2,OAS1	OAS3,OASL,OAS2,OAS1	6.77e-09	2.56e-06	Regulation of ribonuclease activity
Process	GO:0071360	4	17	9606	IFIH1,TLR3,IFIT1,DDX58	IFIH1,TLR3,IFIT1,DDX58	5.61e-08	2.06e-05	Cellular response to exogenous dsrna
Process	GO:0034344	3	3	9606	IFIH1,TLR3,DDX58	IFIH1,TLR3,DDX58	1.13e-07	4.05e-05	Regulation of type iii interferon production
Process	GO:0007166	17	2325	9606	OAS3,OASL,SAMHD1,DTX3L,TLR3,ISG20,MX2,OAS2,GBP1,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,DTX3L,TLR3,ISG20,MX2,OAS2,GBP1,IFIT1,IFIT3,IFIT2,ISG15,RSAD2,MX1,IFITM1,OAS1	1.77e-07	5.83e-05	Cell surface receptor signaling pathway
Process	GO:0060333	5	70	9606	OAS3,OASL,OAS2,GBP1,OAS1	OAS3,OASL,OAS2,GBP1,OAS1	2.46e-07	7.91e-05	Interferon-gamma-mediated signaling pathway
Process	GO:0050896	30	8046	9606	OAS3,CMPK2,OASL,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,PHACTR4,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	OAS3,CMPK2,OASL,SAMHD1,IFIH1,HERC6,DTX3L,TLR3,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,IFI44L,IFIT1,IFIT3,IFIT2,PHACTR4,TAP2,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,PARP14	2.53e-07	7.94e-05	Response to stimulus
Process	GO:0009597	3	6	9606	IFIH1,TLR3,DDX58	IFIH1,TLR3,DDX58	4.74e-07	0.00015	Detection of virus
Process	GO:0016032	10	776	9606	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,TAP2,ISG15,DDX58,RSAD2	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,TAP2,ISG15,DDX58,RSAD2	1e-06	0.00029	Viral process
Process	GO:0035457	3	13	9606	IFIT3,IFIT2,OAS1	IFIT3,IFIT2,OAS1	3.13e-06	0.00086	Cellular response to interferon-alpha
Process	GO:0007165	22	4876	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,CTSS,GBP1,IFIT1,IFIT3,IFIT2,PHACTR4,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,CTSS,GBP1,IFIT1,IFIT3,IFIT2,PHACTR4,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	4.65e-06	0.0012	Signal transduction
Process	GO:0048519	23	5389	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,OAS2,TRIM14,GBP1,IFIT1,IFIT3,PHACTR4,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,HELZ2,PARP14,RNF213	OAS3,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,OAS2,TRIM14,GBP1,IFIT1,IFIT3,PHACTR4,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1,HELZ2,PARP14,RNF213	5.92e-06	0.0015	Negative regulation of biological process
Process	GO:0061025	5	136	9606	MX2,TAP1,TAP2,SAMD9,MX1	MX2,TAP1,TAP2,SAMD9,MX1	5.65e-06	0.0015	Membrane fusion
Process	GO:0032727	3	26	9606	IFIH1,TLR3,DDX58	IFIH1,TLR3,DDX58	2.01e-05	0.0049	Positive regulation of interferon-alpha production
Process	GO:0032760	4	88	9606	IFIH1,TLR3,DDX58,LGALS9	IFIH1,TLR3,DDX58,LGALS9	2.39e-05	0.0056	Positive regulation of tumor necrosis factor production
Process	GO:0032755	4	94	9606	IFIH1,TLR3,DDX58,LGALS9	IFIH1,TLR3,DDX58,LGALS9	3.06e-05	0.0069	Positive regulation of interleukin-6 production
Process	GO:0098586	3	32	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	3.58e-05	0.0079	Cellular response to virus
Process	GO:0051716	24	6489	9606	OAS3,CMPK2,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,CTSS,GBP4,GBP1,IFIT1,IFIT3,IFIT2,PHACTR4,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	OAS3,CMPK2,OASL,SAMHD1,IFIH1,DTX3L,TLR3,ISG20,MX2,OAS2,CTSS,GBP4,GBP1,IFIT1,IFIT3,IFIT2,PHACTR4,ISG15,DDX58,RSAD2,LGALS9,MX1,IFITM1,OAS1	4.12e-05	0.0088	Cellular response to stimulus
Process	GO:0032728	3	34	9606	IFIH1,TLR3,DDX58	IFIH1,TLR3,DDX58	4.23e-05	0.0089	Positive regulation of interferon-beta production
Process	GO:0046967	2	4	9606	TAP1,TAP2	TAP1,TAP2	4.9e-05	0.0101	Cytosol to endoplasmic reticulum transport
Process	GO:0002682	11	1514	9606	SAMHD1,DTX3L,TLR3,GBP1,IFIT1,ISG15,DDX58,RSAD2,LGALS9,IFITM1,PARP14	SAMHD1,DTX3L,TLR3,GBP1,IFIT1,ISG15,DDX58,RSAD2,LGALS9,IFITM1,PARP14	5.92e-05	0.0121	Regulation of immune system process
Process	GO:0002221	4	125	9606	IFIH1,TLR3,CTSS,DDX58	IFIH1,TLR3,CTSS,DDX58	8.96e-05	0.018	Pattern recognition receptor signaling pathway
Process	GO:1990668	2	6	9606	TAP1,TAP2	TAP1,TAP2	9.12e-05	0.018	Vesicle fusion with endoplasmic reticulum-golgi intermediate compartment (ergic) membrane
Process	GO:0032480	3	45	9606	IFIH1,ISG15,DDX58	IFIH1,ISG15,DDX58	9.3e-05	0.0181	Negative regulation of type i interferon production
Process	GO:0002831	6	406	9606	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	9.49e-05	0.0182	Regulation of response to biotic stimulus
Process	GO:0032479	4	130	9606	IFIH1,TLR3,ISG15,DDX58	IFIH1,TLR3,ISG15,DDX58	0.0001	0.0196	Regulation of type i interferon production
Process	GO:0002697	6	418	9606	DTX3L,TLR3,IFIT1,DDX58,RSAD2,LGALS9	DTX3L,TLR3,IFIT1,DDX58,RSAD2,LGALS9	0.00011	0.0207	Regulation of immune effector process
Process	GO:0016185	2	7	9606	MX2,MX1	MX2,MX1	0.00012	0.0215	Synaptic vesicle budding from presynaptic endocytic zone membrane
Process	GO:0009617	7	634	9606	CMPK2,HERC6,TLR3,OAS2,GBP4,ISG15,LGALS9	CMPK2,HERC6,TLR3,OAS2,GBP4,ISG15,LGALS9	0.00014	0.0253	Response to bacterium
Process	GO:0098884	2	8	9606	MX2,MX1	MX2,MX1	0.00015	0.0254	Postsynaptic neurotransmitter receptor internalization
Process	GO:0001818	5	280	9606	IFIH1,GBP1,ISG15,DDX58,LGALS9	IFIH1,GBP1,ISG15,DDX58,LGALS9	0.00016	0.0276	Negative regulation of cytokine production
Process	GO:0032757	3	55	9606	TLR3,DDX58,LGALS9	TLR3,DDX58,LGALS9	0.00016	0.0276	Positive regulation of interleukin-8 production
Process	GO:0039528	2	9	9606	IFIH1,DDX58	IFIH1,DDX58	0.00018	0.0294	Cytoplasmic pattern recognition receptor signaling pathway in response to virus
Process	GO:0050776	8	896	9606	SAMHD1,TLR3,GBP1,DDX58,RSAD2,LGALS9,IFITM1,PARP14	SAMHD1,TLR3,GBP1,DDX58,RSAD2,LGALS9,IFITM1,PARP14	0.00019	0.0305	Regulation of immune response
Process	GO:0060760	3	58	9606	IFIH1,DDX58,PARP14	IFIH1,DDX58,PARP14	0.00019	0.0305	Positive regulation of response to cytokine stimulus
Process	GO:0031347	7	674	9606	SAMHD1,DTX3L,TLR3,IFIT1,DDX58,LGALS9,PARP14	SAMHD1,DTX3L,TLR3,IFIT1,DDX58,LGALS9,PARP14	0.00021	0.0318	Regulation of defense response
Process	GO:0019885	2	10	9606	TAP1,TAP2	TAP1,TAP2	0.00021	0.0327	Antigen processing and presentation of endogenous peptide antigen via mhc class i
Process	GO:0045824	3	61	9606	SAMHD1,LGALS9,PARP14	SAMHD1,LGALS9,PARP14	0.00022	0.0328	Negative regulation of innate immune response
Process	GO:0016050	5	308	9606	MX2,TAP1,TAP2,SAMD9,MX1	MX2,TAP1,TAP2,SAMD9,MX1	0.00025	0.0373	Vesicle organization
Process	GO:0002730	2	12	9606	TLR3,DDX58	TLR3,DDX58	0.00029	0.043	Regulation of dendritic cell cytokine production
Process	GO:0060759	4	175	9606	SAMHD1,IFIH1,DDX58,PARP14	SAMHD1,IFIH1,DDX58,PARP14	0.00032	0.0455	Regulation of response to cytokine stimulus
Component	GO:0042825	2	2	9606	TAP1,TAP2	TAP1,TAP2	1.96e-05	0.0334	TAP complex
Function	GO:0003725	7	75	9606	OAS3,OASL,IFIH1,TLR3,OAS2,DDX58,OAS1	OAS3,OASL,IFIH1,TLR3,OAS2,DDX58,OAS1	1.31e-10	4.23e-07	Double-stranded rna binding
Function	GO:0001730	3	3	9606	OAS3,OAS2,OAS1	OAS3,OAS2,OAS1	1.13e-07	0.00015	2-5-oligoadenylate synthetase activity
Function	GO:0097367	17	2226	9606	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,CTSS,GBP4,GBP1,IFI44L,TAP2,DDX58,LGALS9,MX1,OAS1,HELZ2	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,CTSS,GBP4,GBP1,IFI44L,TAP2,DDX58,LGALS9,MX1,OAS1,HELZ2	9.38e-08	0.00015	Carbohydrate derivative binding
Function	GO:0035639	15	1799	9606	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,MX1,OAS1,HELZ2	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,MX1,OAS1,HELZ2	2.51e-07	0.0002	Purine ribonucleoside triphosphate binding
Function	GO:0000166	16	2119	9606	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,MX1,OAS1,HELZ2,PARP14	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,MX1,OAS1,HELZ2,PARP14	3.21e-07	0.00021	Nucleotide binding
Function	GO:0003723	14	1649	9606	OAS3,OASL,SAMHD1,PARP12,IFIH1,TLR3,ISG20,OAS2,IFIT1,IFIT3,IFIT2,DDX58,OAS1,HELZ2	OAS3,OASL,SAMHD1,PARP12,IFIH1,TLR3,ISG20,OAS2,IFIT1,IFIT3,IFIT2,DDX58,OAS1,HELZ2	6.01e-07	0.00021	RNA binding
Function	GO:0032555	15	1864	9606	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,MX1,OAS1,HELZ2	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,MX1,OAS1,HELZ2	3.97e-07	0.00021	Purine ribonucleotide binding
Function	GO:0036094	17	2516	9606	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,LGALS9,MX1,OAS1,HELZ2,PARP14	OAS3,CMPK2,SAMHD1,IFIH1,MX2,OAS2,TAP1,GBP4,GBP1,IFI44L,TAP2,DDX58,LGALS9,MX1,OAS1,HELZ2,PARP14	5.54e-07	0.00021	Small molecule binding
Function	GO:0017111	10	760	9606	IFIH1,MX2,TAP1,GBP4,GBP1,TAP2,DDX58,MX1,HELZ2,RNF213	IFIH1,MX2,TAP1,GBP4,GBP1,TAP2,DDX58,MX1,HELZ2,RNF213	8.29e-07	0.00022	Nucleoside-triphosphatase activity
Function	GO:0003824	24	5486	9606	OAS3,CMPK2,OASL,SAMHD1,PARP12,IFIH1,HERC6,DTX3L,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,TAP2,DDX58,RSAD2,MX1,OAS1,HELZ2,PARP14,RNF213	OAS3,CMPK2,OASL,SAMHD1,PARP12,IFIH1,HERC6,DTX3L,ISG20,MX2,OAS2,TRIM14,TAP1,CTSS,GBP4,GBP1,TAP2,DDX58,RSAD2,MX1,OAS1,HELZ2,PARP14,RNF213	1.69e-06	0.00037	Catalytic activity
