category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0048525	12	105	9606	OAS3,TRIM21,OASL,PARP10,OAS2,STAT1,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,TRIM21,OASL,PARP10,OAS2,STAT1,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	3.15e-16	2.89e-13	Negative regulation of viral process
Process	GO:0006950	37	3485	9606	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	4.01e-16	3.44e-13	Response to stress
Process	GO:0019221	20	678	9606	OAS3,NMI,TRIM21,OASL,STAT2,MX2,OAS2,STAT1,XAF1,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,STAT2,MX2,OAS2,STAT1,XAF1,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35	8.33e-16	6.69e-13	Cytokine-mediated signaling pathway
Process	GO:0002376	32	2481	9606	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,STAT2,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,STAT2,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	1.01e-15	7.67e-13	Immune system process
Process	GO:1903901	11	86	9606	OAS3,TRIM21,OASL,PARP10,OAS2,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,TRIM21,OASL,PARP10,OAS2,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	1.93e-15	1.38e-12	Negative regulation of viral life cycle
Process	GO:0002252	22	969	9606	OAS3,OASL,IFIH1,HERC5,DTX3L,F2,STAT2,MX2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3	OAS3,OASL,IFIH1,HERC5,DTX3L,F2,STAT2,MX2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3	3.95e-15	2.67e-12	Immune effector process
Process	GO:0045071	10	61	9606	OAS3,OASL,PARP10,OAS2,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,OASL,PARP10,OAS2,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	4.2e-15	2.7e-12	Negative regulation of viral genome replication
Process	GO:0034097	22	1101	9606	OAS3,NMI,TRIM21,OASL,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,CALCOCO2	OAS3,NMI,TRIM21,OASL,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,CALCOCO2	5.13e-14	3.14e-11	Response to cytokine
Process	GO:0009605	29	2310	9606	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	1.15e-13	6.72e-11	Response to external stimulus
Process	GO:0071345	21	1013	9606	OAS3,NMI,TRIM21,OASL,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35	1.16e-13	6.72e-11	Cellular response to cytokine stimulus
Process	GO:0060333	9	70	9606	OAS3,NMI,TRIM21,OASL,OAS2,STAT1,GBP1,HLA-C,IRF7	OAS3,NMI,TRIM21,OASL,OAS2,STAT1,GBP1,HLA-C,IRF7	7.99e-13	3.95e-10	Interferon-gamma-mediated signaling pathway
Process	GO:0034341	11	182	9606	OAS3,NMI,TRIM21,OASL,OAS2,STAT1,GBP1,HLA-C,IRF7,IFITM3,CALCOCO2	OAS3,NMI,TRIM21,OASL,OAS2,STAT1,GBP1,HLA-C,IRF7,IFITM3,CALCOCO2	4.15e-12	1.84e-09	Response to interferon-gamma
Process	GO:0032479	9	130	9606	NMI,TRIM21,IFIH1,HERC5,STAT1,IFI16,ISG15,DDX58,IRF7	NMI,TRIM21,IFIH1,HERC5,STAT1,IFI16,ISG15,DDX58,IRF7	1.4e-10	6.02e-08	Regulation of type i interferon production
Process	GO:0044403	16	865	9606	SP110,IFIH1,DTX3L,F2,STAT2,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2	SP110,IFIH1,DTX3L,F2,STAT2,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2	1.01e-09	4.06e-07	Symbiotic process
Process	GO:0016032	15	776	9606	SP110,IFIH1,DTX3L,STAT2,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2	SP110,IFIH1,DTX3L,STAT2,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2	2.11e-09	8.22e-07	Viral process
Process	GO:0007166	24	2325	9606	OAS3,NMI,TRIM21,OASL,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35	2.55e-09	9.65e-07	Cell surface receptor signaling pathway
Process	GO:0002831	11	406	9606	NMI,HERC5,DTX3L,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,PARP14	1.48e-08	5.42e-06	Regulation of response to biotic stimulus
Process	GO:0071310	23	2369	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	2.1e-08	7.5e-06	Cellular response to organic substance
Process	GO:0050896	42	8046	9606	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,GPR155,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,GPR155,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,PARP14	4.75e-08	1.65e-05	Response to stimulus
Process	GO:0032647	5	32	9606	NMI,IFIH1,STAT1,DDX58,IRF7	NMI,IFIH1,STAT1,DDX58,IRF7	5.33e-08	1.8e-05	Regulation of interferon-alpha production
Process	GO:0010033	25	3011	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	8.39e-08	2.76e-05	Response to organic substance
Process	GO:0070887	24	2919	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	2.17e-07	6.96e-05	Cellular response to chemical stimulus
Process	GO:0032480	5	45	9606	NMI,IFIH1,HERC5,ISG15,DDX58	NMI,IFIH1,HERC5,ISG15,DDX58	2.52e-07	7.9e-05	Negative regulation of type i interferon production
Process	GO:0031347	12	674	9606	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,PARP14	2.7e-07	8.27e-05	Regulation of defense response
Process	GO:0001817	12	742	9606	NMI,TRIM21,IFIH1,HERC5,F2,STAT1,IFI16,GBP1,ISG15,DDX58,IRF7,SERPINB7	NMI,TRIM21,IFIH1,HERC5,F2,STAT1,IFI16,GBP1,ISG15,DDX58,IRF7,SERPINB7	7.39e-07	0.00022	Regulation of cytokine production
Process	GO:0032727	4	26	9606	IFIH1,STAT1,DDX58,IRF7	IFIH1,STAT1,DDX58,IRF7	1.33e-06	0.00039	Positive regulation of interferon-alpha production
Process	GO:0035456	4	31	9606	STAT1,XAF1,IFI16,IFITM3	STAT1,XAF1,IFI16,IFITM3	2.52e-06	0.00072	Response to interferon-beta
Process	GO:0002479	5	75	9606	TAP1,PSMB9,PSMB8,TAP2,HLA-C	TAP1,PSMB9,PSMB8,TAP2,HLA-C	2.69e-06	0.00075	Antigen processing and presentation of exogenous peptide antigen via mhc class i, tap-dependent
Process	GO:0032101	13	1013	9606	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	3.03e-06	0.00083	Regulation of response to external stimulus
Process	GO:0032481	5	80	9606	IFIH1,STAT1,IFI16,DDX58,IRF7	IFIH1,STAT1,IFI16,DDX58,IRF7	3.63e-06	0.00097	Positive regulation of type i interferon production
Process	GO:0050688	5	81	9606	HERC5,DTX3L,STAT1,IFIT1,DDX58	HERC5,DTX3L,STAT1,IFIT1,DDX58	3.84e-06	0.00099	Regulation of defense response to virus
Process	GO:0048519	31	5389	9606	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,OS9,PARP10,LIMS2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,OS9,PARP10,LIMS2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,HELZ2,PARP14	4.05e-06	0.001	Negative regulation of biological process
Process	GO:0039528	3	9	9606	IFIH1,DDX58,IRF7	IFIH1,DDX58,IRF7	4.26e-06	0.0011	Cytoplasmic pattern recognition receptor signaling pathway in response to virus
Process	GO:0050794	46	10932	9606	OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	4.56e-06	0.0011	Regulation of cellular process
Process	GO:0060700	3	9	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	4.26e-06	0.0011	Regulation of ribonuclease activity
Process	GO:0007165	29	4876	9606	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	5.84e-06	0.0013	Signal transduction
Process	GO:0019885	3	10	9606	TAP1,TAP2,HLA-C	TAP1,TAP2,HLA-C	5.53e-06	0.0013	Antigen processing and presentation of endogenous peptide antigen via mhc class i
Process	GO:0042221	27	4333	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	6.72e-06	0.0015	Response to chemical
Process	GO:0002682	15	1514	9606	NMI,HERC5,DTX3L,F2,STAT1,IFI16,GBP1,IFIT1,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,STAT1,IFI16,GBP1,IFIT1,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,PARP14	1.05e-05	0.0023	Regulation of immune system process
Process	GO:0001818	7	280	9606	NMI,IFIH1,HERC5,F2,GBP1,ISG15,DDX58	NMI,IFIH1,HERC5,F2,GBP1,ISG15,DDX58	1.31e-05	0.0028	Negative regulation of cytokine production
Process	GO:0032648	4	52	9606	NMI,IFIH1,DDX58,IRF7	NMI,IFIH1,DDX58,IRF7	1.69e-05	0.0036	Regulation of interferon-beta production
Process	GO:0045088	7	301	9606	NMI,STAT1,IFI16,PSMB9,PSMB8,IRF7,PARP14	NMI,STAT1,IFI16,PSMB9,PSMB8,IRF7,PARP14	2.07e-05	0.0043	Regulation of innate immune response
Process	GO:0071360	3	17	9606	IFIH1,IFIT1,DDX58	IFIH1,IFIT1,DDX58	2.17e-05	0.0044	Cellular response to exogenous dsrna
Process	GO:0051716	33	6489	9606	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	2.45e-05	0.0049	Cellular response to stimulus
Process	GO:0060760	4	58	9606	IFIH1,DDX58,IRF7,PARP14	IFIH1,DDX58,IRF7,PARP14	2.54e-05	0.005	Positive regulation of response to cytokine stimulus
Process	GO:0080134	14	1437	9606	NMI,HERC5,DTX3L,F2,OS9,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,OS9,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	2.68e-05	0.005	Regulation of response to stress
Process	GO:0050776	11	896	9606	NMI,F2,STAT1,IFI16,GBP1,PSMB9,PSMB8,HLA-C,DDX58,IRF7,PARP14	NMI,F2,STAT1,IFI16,GBP1,PSMB9,PSMB8,HLA-C,DDX58,IRF7,PARP14	2.99e-05	0.0055	Regulation of immune response
Process	GO:0061025	5	136	9606	MX2,TAP1,TAP2,SAMD9,MX1	MX2,TAP1,TAP2,SAMD9,MX1	4.25e-05	0.0076	Membrane fusion
Process	GO:0035455	3	23	9606	MX2,IFIT3,IFITM3	MX2,IFIT3,IFITM3	4.9e-05	0.0084	Response to interferon-alpha
Process	GO:0034344	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	7.4e-05	0.0123	Regulation of type iii interferon production
Process	GO:0039530	2	3	9606	IFIH1,IRF7	IFIH1,IRF7	7.4e-05	0.0123	MDA-5 signaling pathway
Process	GO:0046967	2	4	9606	TAP1,TAP2	TAP1,TAP2	0.00011	0.018	Cytosol to endoplasmic reticulum transport
