	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
19	Process	GO:0002376	34	2481	9606	OAS3,NMI,BST2,SEMA7A,SAMHD1,HERC6,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,PLAUR,OAS2,SP100,PARP9,CTSS,IFIT5,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,TAPBP,PARP14,IFITM2	OAS3,NMI,BST2,SEMA7A,SAMHD1,HERC6,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,PLAUR,OAS2,SP100,PARP9,CTSS,IFIT5,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,TAPBP,PARP14,IFITM2	9.87e-17	7.92e-14	Immune system process	13.101274818410506	0.050492322095297824	0.6615137879901978
20	Process	GO:0009605	33	2310	9606	OAS3,NMI,BST2,CMPK2,SEMA7A,SAMHD1,HERC6,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,PLAUR,OAS2,SP100,PARP9,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,PARP14,IFITM2	OAS3,NMI,BST2,CMPK2,SEMA7A,SAMHD1,HERC6,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,PLAUR,OAS2,SP100,PARP9,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,PARP14,IFITM2	1.16e-16	8.78e-14	Response to external stimulus	13.056505484093897	0.06854212931099493	0.8949206872404784
21	Process	GO:0071345	24	1013	9606	OAS3,NMI,BST2,SAMHD1,PML,ISG20,STAT2,MX2,F3,OAS2,SP100,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	OAS3,NMI,BST2,SAMHD1,PML,ISG20,STAT2,MX2,F3,OAS2,SP100,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	2.45e-16	1.75e-13	Cellular response to cytokine stimulus	12.756961951313706	0.2882419656765774	3.677091788907969
22	Process	GO:0048525	12	105	9606	OAS3,BST2,PML,ISG20,OAS2,SP100,IFIT5,IFIT1,ISG15,MX1,OAS1,IFITM2	OAS3,BST2,PML,ISG20,OAS2,SP100,IFIT5,IFIT1,ISG15,MX1,OAS1,IFITM2	6.39e-16	4.32e-13	Negative regulation of viral process	12.364516253185087	0.9716321163029386	12.013761094144307
23	Process	GO:1903900	13	153	9606	OAS3,BST2,PML,ISG20,OAS2,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1,IFITM2	OAS3,BST2,PML,ISG20,OAS2,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1,IFITM2	1.25e-15	8.04e-13	Regulation of viral life cycle	12.094743951251548	0.8428920908144897	10.194564016936319
24	Process	GO:0050792	14	215	9606	OAS3,BST2,PML,ISG20,OAS2,SP100,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1,IFITM2	OAS3,BST2,PML,ISG20,OAS2,SP100,IFIT5,IFIT1,ISG15,TRIM22,LGALS9,MX1,OAS1,IFITM2	2.88e-15	1.68e-12	Regulation of viral process	11.774690718274137	0.7273297450878844	8.564082798611006
25	Process	GO:1903901	11	86	9606	OAS3,BST2,PML,ISG20,OAS2,IFIT5,IFIT1,ISG15,MX1,OAS1,IFITM2	OAS3,BST2,PML,ISG20,OAS2,IFIT5,IFIT1,ISG15,MX1,OAS1,IFITM2	3.67e-15	2.05e-12	Negative regulation of viral life cycle	11.688246138944246	1.020534403239909	11.928257298328637
26	Process	GO:0006950	37	3485	9606	OAS3,NMI,APOL2,BST2,GMPR,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,LIPA,PLAUR,TRPV2,OAS2,SP100,PARP9,IFIT5,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,PARP14,CIRBP,IFITM2	OAS3,NMI,APOL2,BST2,GMPR,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,LIPA,PLAUR,TRPV2,OAS2,SP100,PARP9,IFIT5,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,PARP14,CIRBP,IFITM2	5.8e-15	3.11e-12	Response to stress	11.507239610973162	-0.060360889041781475	-0.6945872133351436
27	Process	GO:0045071	10	61	9606	OAS3,BST2,ISG20,OAS2,IFIT5,IFIT1,ISG15,MX1,OAS1,IFITM2	OAS3,BST2,ISG20,OAS2,IFIT5,IFIT1,ISG15,MX1,OAS1,IFITM2	7.5e-15	3.71e-12	Negative regulation of viral genome replication	11.430626090384955	1.1283103343144847	12.89729354546612
28	Process	GO:0034341	12	182	9606	OAS3,NMI,BST2,PML,OAS2,SP100,TRIM22,LGALS9,HLA-A,IRF9,OAS1,IFITM2	OAS3,NMI,BST2,PML,OAS2,SP100,TRIM22,LGALS9,HLA-A,IRF9,OAS1,IFITM2	2.97e-13	1.41e-10	Response to interferon-gamma	9.85078088734462	0.7327500273878018	7.218159964993005
29	Process	GO:0060333	9	70	9606	OAS3,NMI,PML,OAS2,SP100,TRIM22,HLA-A,IRF9,OAS1	OAS3,NMI,PML,OAS2,SP100,TRIM22,HLA-A,IRF9,OAS1	1.34e-12	5.92e-10	Interferon-gamma-mediated signaling pathway	9.22767829327708	1.0227846387503199	9.437927609693567
30	Process	GO:0007166	27	2325	9606	OAS3,NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,STAT2,MX2,F3,PLAUR,OAS2,SP100,WLS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,TRIM22,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	OAS3,NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,STAT2,MX2,F3,PLAUR,OAS2,SP100,WLS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,TRIM22,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	4.31e-11	1.84e-08	Cell surface receptor signaling pathway	7.735182176990463	-0.02141902374173366	-0.16568005069559377
31	Process	GO:0071346	10	161	9606	OAS3,NMI,PML,OAS2,SP100,TRIM22,LGALS9,HLA-A,IRF9,OAS1	OAS3,NMI,PML,OAS2,SP100,TRIM22,LGALS9,HLA-A,IRF9,OAS1	5.88e-11	2.44e-08	Cellular response to interferon-gamma	7.61261017366127	0.7068142932934021	5.380701680014553
32	Process	GO:0071310	27	2369	9606	OAS3,NMI,BST2,CMPK2,SAMHD1,PML,ISG20,STAT2,MX2,F3,OAS2,SP100,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	OAS3,NMI,BST2,CMPK2,SAMHD1,PML,ISG20,STAT2,MX2,F3,OAS2,SP100,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	6.62e-11	2.66e-08	Cellular response to organic substance	7.575118363368933	-0.029561127238525994	-0.2239290377864438
33	Process	GO:0035455	6	23	9606	BST2,MX2,IFIT3,IFIT2,OAS1,IFITM2	BST2,MX2,IFIT3,IFIT2,OAS1,IFITM2	2.07e-10	8.05e-08	Response to interferon-alpha	7.094204119632131	1.3300635836913026	9.435742554795516
34	Process	GO:0002831	11	406	9606	NMI,SAMHD1,PML,DTX3L,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	NMI,SAMHD1,PML,DTX3L,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	2.68e-08	9.58e-06	Regulation of response to biotic stimulus	5.018634490921456	0.34650682090628265	1.738991082739814
35	Process	GO:0050896	44	8046	9606	OAS3,NMI,APOL2,BST2,CMPK2,GMPR,SEMA7A,SAMHD1,HERC6,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,LIPA,PLAUR,TRPV2,OAS2,SP100,WLS,PARP9,ARHGAP18,CTSS,IFIT5,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,TAPBP,PARP14,CIRBP,IFITM2	OAS3,NMI,APOL2,BST2,CMPK2,GMPR,SEMA7A,SAMHD1,HERC6,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,LIPA,PLAUR,TRPV2,OAS2,SP100,WLS,PARP9,ARHGAP18,CTSS,IFIT5,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,TAPBP,PARP14,CIRBP,IFITM2	3.41e-08	1.19e-05	Response to stimulus	4.924453038607469	-0.3484871824238034	-1.716108764402654
36	Process	GO:0031347	13	674	9606	NMI,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	NMI,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	6.27e-08	2.12e-05	Regulation of defense response	4.673664139071248	0.1989236250967687	0.9297022130288213
37	Process	GO:0007165	33	4876	9606	OAS3,NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,PLAUR,OAS2,SP100,WLS,ARHGAP18,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	OAS3,NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,PLAUR,OAS2,SP100,WLS,ARHGAP18,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	1.29e-07	4.25e-05	Signal transduction	4.371611069949688	-0.255909587743205	-1.118737186684456
38	Process	GO:0032101	15	1013	9606	NMI,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,F3,PLAUR,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	NMI,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,F3,PLAUR,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	1.54e-07	4.95e-05	Regulation of response to external stimulus	4.305394801066432	0.0841219830206526	0.36217834835251633
39	Process	GO:0050777	7	154	9606	NMI,BST2,SAMHD1,NLRP6,LGALS9,HLA-A,PARP14	NMI,BST2,SAMHD1,NLRP6,LGALS9,HLA-A,PARP14	4.11e-07	0.00013	Negative regulation of immune response	3.886056647693163	0.5712174885030454	2.2197835184758525
40	Process	GO:0042221	30	4333	9606	OAS3,NMI,BST2,CMPK2,SEMA7A,SAMHD1,PML,ISG20,STAT2,MX2,F3,PLAUR,OAS2,SP100,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	OAS3,NMI,BST2,CMPK2,SEMA7A,SAMHD1,PML,ISG20,STAT2,MX2,F3,PLAUR,OAS2,SP100,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	5.15e-07	0.00016	Response to chemical	3.795880017344075	-0.24602726498946056	-0.9338899788953089
41	Process	GO:0045824	5	61	9606	NMI,SAMHD1,LGALS9,HLA-A,PARP14	NMI,SAMHD1,LGALS9,HLA-A,PARP14	1.35e-06	0.00039	Negative regulation of innate immune response	3.408935392973501	0.8272803386505035	2.8201452263368054
42	Process	GO:0048519	33	5389	9606	OAS3,NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,LGALS9B,UBA7,PLAUR,OAS2,SP100,ZC3HC1,EDC4,PARP9,IFIT5,IFIT1,IFIT3,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,MX1,OAS1,HELZ2,PARP14,RNF213,CIRBP,IFITM2	OAS3,NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,LGALS9B,UBA7,PLAUR,OAS2,SP100,ZC3HC1,EDC4,PARP9,IFIT5,IFIT1,IFIT3,PSMB9,ISG15,DDX58,TRIM22,LGALS9,HLA-A,MX1,OAS1,HELZ2,PARP14,RNF213,CIRBP,IFITM2	1.54e-06	0.00043	Negative regulation of biological process	3.3665315444204134	-0.29935407439288614	-1.0077849343944263
43	Process	GO:0001818	8	280	9606	NMI,BST2,PML,LGALS9B,UBA7,ISG15,DDX58,LGALS9	NMI,BST2,PML,LGALS9B,UBA7,ISG15,DDX58,LGALS9	1.73e-06	0.00047	Negative regulation of cytokine production	3.3279021420642825	0.36957212497497616	1.229899866351472
44	Process	GO:0002230	4	32	9606	PML,DTX3L,PARP9,DDX58	PML,DTX3L,PARP9,DDX58	3.52e-06	0.00094	Positive regulation of defense response to virus by host	3.0268721464003012	1.0105501823333083	3.0588061994444367
45	Process	GO:0002697	9	418	9606	BST2,SEMA7A,PML,DTX3L,PARP9,IFIT1,DDX58,LGALS9,HLA-A	BST2,SEMA7A,PML,DTX3L,PARP9,IFIT1,DDX58,LGALS9,HLA-A	3.59e-06	0.00094	Regulation of immune effector process	3.0268721464003012	0.24670639698954142	0.746748721386418
46	Process	GO:0002682	16	1514	9606	NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,LGALS9B,PARP9,IFIT1,PSMB9,ISG15,DDX58,LGALS9,HLA-A,PARP14	NMI,BST2,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,LGALS9B,PARP9,IFIT1,PSMB9,ISG15,DDX58,LGALS9,HLA-A,PARP14	4.63e-06	0.0012	Regulation of immune system process	2.9208187539523753	-0.062365723182877406	-0.18215897387635074
47	Process	GO:0050688	5	81	9606	PML,DTX3L,PARP9,IFIT1,DDX58	PML,DTX3L,PARP9,IFIT1,DDX58	5.03e-06	0.0013	Regulation of defense response to virus	2.886056647693163	0.7041251547826208	2.03214508376836
48	Process	GO:0060700	3	9	9606	OAS3,OAS2,OAS1	OAS3,OAS2,OAS1	5.02e-06	0.0013	Regulation of ribonuclease activity	2.886056647693163	1.4365189146055894	4.145874963034428
49	Process	GO:0032102	8	367	9606	NMI,SEMA7A,SAMHD1,NLRP6,PLAUR,LGALS9,HLA-A,PARP14	NMI,SEMA7A,SAMHD1,NLRP6,PLAUR,LGALS9,HLA-A,PARP14	1.2e-05	0.0027	Negative regulation of response to external stimulus	2.5686362358410126	0.252064092065106	0.6474609606327963
50	Process	GO:0032480	4	45	9606	NMI,UBA7,ISG15,DDX58	NMI,UBA7,ISG15,DDX58	1.23e-05	0.0027	Negative regulation of type i interferon production	2.5686362358410126	0.8624876468778704	2.2154170227357457
51	Process	GO:0035457	3	13	9606	IFIT3,IFIT2,OAS1	IFIT3,IFIT2,OAS1	1.27e-05	0.0027	Cellular response to interferon-alpha	2.5686362358410126	1.2768180717380775	3.2796811656430753
52	Process	GO:0044265	12	917	9606	PML,DTX3L,ISG20,UBA7,OAS2,EDC4,CTSS,PSMB9,ISG15,USP41,HELZ2,RNF213	PML,DTX3L,ISG20,UBA7,OAS2,EDC4,CTSS,PSMB9,ISG15,USP41,HELZ2,RNF213	1.16e-05	0.0027	Cellular macromolecule catabolic process	2.5686362358410126	0.030452079702855447	0.07822031538147312
53	Process	GO:0051716	35	6489	9606	OAS3,NMI,BST2,CMPK2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,PLAUR,OAS2,SP100,WLS,PARP9,ARHGAP18,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	OAS3,NMI,BST2,CMPK2,SEMA7A,SAMHD1,PML,DTX3L,ISG20,NLRP6,STAT2,MX2,F3,PLAUR,OAS2,SP100,WLS,PARP9,ARHGAP18,CTSS,IFIT1,IFIT3,IFIT2,PSMB9,ISG15,DDX58,TRIM22,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,IFI35,IFITM2	1.21e-05	0.0027	Cellular response to stimulus	2.5686362358410126	-0.35446956048322653	-0.9105033575598531
54	Process	GO:0080134	15	1437	9606	NMI,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,F3,PLAUR,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	NMI,SEMA7A,SAMHD1,PML,DTX3L,NLRP6,F3,PLAUR,PARP9,IFIT1,PSMB9,DDX58,LGALS9,HLA-A,PARP14	1.15e-05	0.0027	Regulation of response to stress	2.5686362358410126	-0.06772533975329262	-0.17396176177495123
55	Process	GO:0016032	11	776	9606	SAMHD1,PML,DTX3L,STAT2,SP100,IFIT1,PSMB9,ISG15,DDX58,TRIM22,HLA-A	SAMHD1,PML,DTX3L,STAT2,SP100,IFIT1,PSMB9,ISG15,DDX58,TRIM22,HLA-A	1.37e-05	0.0029	Viral process	2.537602002101044	0.06517113322528835	0.1653783981516856
56	Process	GO:0045088	7	301	9606	NMI,SAMHD1,PARP9,PSMB9,LGALS9,HLA-A,PARP14	NMI,SAMHD1,PARP9,PSMB9,LGALS9,HLA-A,PARP14	2.96e-05	0.0061	Regulation of innate immune response	2.214670164989233	0.2801717137456652	0.6204879355064284
57	Process	GO:0044260	29	4976	9606	NMI,SAMHD1,HERC6,PML,DTX3L,ISG20,UBA7,MX2,OAS2,SP100,ZC3HC1,EDC4,PARP9,CTSS,PMPCA,PSMB9,ISG15,DDX58,TRIM22,GOLM1,STT3A,LGALS9,HLA-A,IRF9,MX1,USP41,HELZ2,PARP14,RNF213	NMI,SAMHD1,HERC6,PML,DTX3L,ISG20,UBA7,MX2,OAS2,SP100,ZC3HC1,EDC4,PARP9,CTSS,PMPCA,PSMB9,ISG15,DDX58,TRIM22,GOLM1,STT3A,LGALS9,HLA-A,IRF9,MX1,USP41,HELZ2,PARP14,RNF213	3.46e-05	0.007	Cellular macromolecule metabolic process	2.154901959985743	-0.32084220445855444	-0.6913834952338854
58	Process	GO:0071704	38	7755	9606	OAS3,NMI,APOL2,CMPK2,GMPR,SAMHD1,HERC6,PML,DTX3L,ISG20,UBA7,MX2,F3,LIPA,OAS2,SP100,ZC3HC1,EDC4,PARP9,CTSS,PMPCA,PSMB9,ISG15,DDX58,TRIM22,GOLM1,STT3A,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,TAPBP,USP41,HELZ2,PARP14,RNF213	OAS3,NMI,APOL2,CMPK2,GMPR,SAMHD1,HERC6,PML,DTX3L,ISG20,UBA7,MX2,F3,LIPA,OAS2,SP100,ZC3HC1,EDC4,PARP9,CTSS,PMPCA,PSMB9,ISG15,DDX58,TRIM22,GOLM1,STT3A,LGALS9,TYMP,HLA-A,IRF9,MX1,OAS1,TAPBP,USP41,HELZ2,PARP14,RNF213	3.46e-05	0.007	Organic substance metabolic process	2.154901959985743	-0.39615803620756185	-0.853681728687778
59	Process	GO:0031348	6	212	9606	NMI,SAMHD1,NLRP6,LGALS9,HLA-A,PARP14	NMI,SAMHD1,NLRP6,LGALS9,HLA-A,PARP14	3.97e-05	0.0077	Negative regulation of defense response	2.113509274827518	0.365455558780144	0.7723937130191076
60	Process	GO:0006807	35	6852	9606	OAS3,NMI,APOL2,CMPK2,GMPR,SAMHD1,HERC6,PML,DTX3L,ISG20,UBA7,F3,OAS2,SP100,ZC3HC1,EDC4,PARP9,CTSS,PMPCA,PSMB9,ISG15,DDX58,TRIM22,GOLM1,STT3A,LGALS9,TYMP,HLA-A,IRF9,OAS1,TAPBP,USP41,HELZ2,PARP14,RNF213	OAS3,NMI,APOL2,CMPK2,GMPR,SAMHD1,HERC6,PML,DTX3L,ISG20,UBA7,F3,OAS2,SP100,ZC3HC1,EDC4,PARP9,CTSS,PMPCA,PSMB9,ISG15,DDX58,TRIM22,GOLM1,STT3A,LGALS9,TYMP,HLA-A,IRF9,OAS1,TAPBP,USP41,HELZ2,PARP14,RNF213	4.5e-05	0.0086	Nitrogen compound metabolic process	2.065501548756432	-0.3781091406179455	-0.78098501554533
