	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
16	Process	GO:0050792	9	215	9606	OAS3,OASL,OAS2,TRIM14,IFIT1,ISG15,RSAD2,LGALS9,MX1	OAS3,OASL,OAS2,TRIM14,IFIT1,ISG15,RSAD2,LGALS9,MX1	3.2e-12	2.57e-09	Regulation of viral process	8.590066876668706	0.5517661829159645	4.7397084115323525
17	Process	GO:0002376	18	2481	9606	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	4.74e-12	3.58e-09	Immune system process	8.446116973356126	-0.2093921257766582	-1.7685503876093536
18	Process	GO:1903900	8	153	9606	OAS3,OASL,OAS2,IFIT1,ISG15,RSAD2,LGALS9,MX1	OAS3,OASL,OAS2,IFIT1,ISG15,RSAD2,LGALS9,MX1	1.15e-11	7.77e-09	Regulation of viral life cycle	8.109578981199085	0.6483606895665897	5.25793222034496
19	Process	GO:0071345	11	1013	9606	OAS3,OASL,SAMHD1,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,LGALS9,MX1	OAS3,OASL,SAMHD1,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,LGALS9,MX1	1.01e-08	5.17e-06	Cellular response to cytokine stimulus	5.286509456906058	-0.034254626809810486	-0.1810874085728509
20	Process	GO:0016032	9	776	9606	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,ISG15,DDX58,RSAD2	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,ISG15,DDX58,RSAD2	1.94e-07	8.88e-05	Viral process	4.051587034221399	-0.005657078426618657	-0.022920145604861743
21	Process	GO:0060700	3	9	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	3.53e-07	0.00016	Regulation of ribonuclease activity	3.795880017344075	1.4528408786725826	5.514809659733864
22	Process	GO:0071310	13	2369	9606	OAS3,OASL,SAMHD1,IFIH1,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1	OAS3,OASL,SAMHD1,IFIH1,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1	8.34e-07	0.00035	Cellular response to organic substance	3.4559319556497243	-0.3306595750236834	-1.142736991765905
23	Process	GO:0071360	3	17	9606	IFIH1,IFIT1,DDX58	IFIH1,IFIT1,DDX58	1.82e-06	0.00073	Cellular response to exogenous dsrna	3.136677139879544	1.1766344667336335	3.6907224337977462
24	Process	GO:0002831	6	406	9606	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	8.15e-06	0.003	Regulation of response to biotic stimulus	2.5228787452803374	0.0995873501986944	0.2512468091150757
25	Process	GO:0098586	3	32	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	1.03e-05	0.0036	Cellular response to virus	2.4436974992327127	0.9019334097920013	2.204052417983147
26	Process	GO:0048519	17	5389	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,HELZ2,PARP14,RNF213	OAS3,OASL,SAMHD1,IFIH1,DTX3L,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,HELZ2,PARP14,RNF213	1.3e-05	0.0043	Negative regulation of biological process	2.3665315444204134	-0.5710971288255066	-1.3515193702934898
27	Process	GO:0034344	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0046	Regulation of type iii interferon production	2.337242168318426	1.7538708743365636	4.099220965284924
28	Process	GO:0032480	3	45	9606	IFIH1,ISG15,DDX58	IFIH1,ISG15,DDX58	2.69e-05	0.0084	Negative regulation of type i interferon production	2.0757207139381184	0.7538708743365636	1.5648253894950455
29	Process	GO:0007166	11	2325	9606	OAS3,OASL,SAMHD1,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	OAS3,OASL,SAMHD1,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	3.82e-05	0.0114	Cell surface receptor signaling pathway	1.9430951486635273	-0.3950681386755028	-0.7676549836518991
30	Process	GO:0009597	2	6	9606	IFIH1,DDX58	IFIH1,DDX58	4.01e-05	0.0117	Detection of virus	1.9318141382538383	1.4528408786725826	2.8066185500528245
31	Process	GO:0071346	4	161	9606	OAS3,OASL,OAS2,LGALS9	OAS3,OASL,OAS2,LGALS9	4.52e-05	0.0126	Cellular response to interferon-gamma	1.899629454882437	0.3251962486883576	0.6177523726256782
32	Process	GO:0016185	2	7	9606	MX2,MX1	MX2,MX1	5.15e-05	0.0141	Synaptic vesicle budding from presynaptic endocytic zone membrane	1.85078088734462	1.3858940890419693	2.56498629188276
33	Process	GO:0060760	3	58	9606	IFIH1,DDX58,PARP14	IFIH1,DDX58,PARP14	5.55e-05	0.0149	Positive regulation of response to cytokine stimulus	1.826813731587726	0.6436553945489701	1.1758385131725742
34	Process	GO:0060759	4	175	9606	SAMHD1,IFIH1,DDX58,PARP14	SAMHD1,IFIH1,DDX58,PARP14	6.21e-05	0.0163	Regulation of response to cytokine stimulus	1.7878123955960423	0.28898407603391285	0.5166493132632985
35	Process	GO:0045824	3	61	9606	SAMHD1,LGALS9,PARP14	SAMHD1,LGALS9,PARP14	6.41e-05	0.0165	Negative regulation of innate immune response	1.7825160557860937	0.6217535531011403	1.1082856911448342
36	Process	GO:0098884	2	8	9606	MX2,MX1	MX2,MX1	6.43e-05	0.0165	Postsynaptic neurotransmitter receptor internalization	1.7825160557860937	1.3279021420642825	2.36700688874233
37	Process	GO:0039528	2	9	9606	IFIH1,DDX58	IFIH1,DDX58	7.86e-05	0.0187	Cytoplasmic pattern recognition receptor signaling pathway in response to virus	1.728158393463501	1.2767496196169013	2.20642557149228
38	Process	GO:0060333	3	70	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	9.5e-05	0.022	Interferon-gamma-mediated signaling pathway	1.6575773191777938	0.5619853480976505	0.9315341667169029
39	Process	GO:0031347	6	674	9606	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	0.00013	0.0304	Regulation of defense response	1.5171264163912463	-0.12054651275943126	-0.1828842989111776
40	Process	GO:0002697	5	418	9606	DTX3L,IFIT1,DDX58,RSAD2,LGALS9	DTX3L,IFIT1,DDX58,RSAD2,LGALS9	0.00014	0.0308	Regulation of immune effector process	1.5114492834995557	0.007755855953228507	0.01172258292343299
41	Process	GO:0044260	15	4976	9606	SAMHD1,PARP12,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,ISG15,DDX58,LGALS9,MX1,HELZ2,PARP14,RNF213	SAMHD1,PARP12,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,ISG15,DDX58,LGALS9,MX1,HELZ2,PARP14,RNF213	0.00014	0.0308	Cellular macromolecule metabolic process	1.5114492834995557	-0.5908269792348362	-0.8930050144367
42	Process	GO:0050688	3	81	9606	DTX3L,IFIT1,DDX58	DTX3L,IFIT1,DDX58	0.00014	0.0309	Regulation of defense response to virus	1.5100415205751654	0.4985983692332576	0.7529042396332861
43	Process	GO:0032760	3	88	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	0.00018	0.0379	Positive regulation of tumor necrosis factor production	1.4213607900319276	0.4626007159617388	0.6575225191087124
44	Process	GO:0032755	3	94	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	0.00022	0.0443	Positive regulation of interleukin-6 production	1.3535962737769305	0.4339555345122087	0.5874005945006019
