category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0044419	19	1899	9606	OAS3,OASL,SP110,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SP110,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	1.62e-15	2.13e-12	Interspecies interaction between organisms
Process	GO:0051707	17	1256	9606	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	1.33e-15	2.13e-12	Response to other organism
Process	GO:0006952	17	1296	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	2.22e-15	2.38e-12	Defense response
Process	GO:0006955	17	1588	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	6.19e-14	6.12e-11	Immune response
Process	GO:0048525	8	105	9606	OAS3,OASL,OAS2,TRIM14,IFIT1,ISG15,RSAD2,MX1	OAS3,OASL,OAS2,TRIM14,IFIT1,ISG15,RSAD2,MX1	6.49e-13	5.96e-10	Negative regulation of viral process
Process	GO:0045071	7	61	9606	OAS3,OASL,OAS2,IFIT1,ISG15,RSAD2,MX1	OAS3,OASL,OAS2,IFIT1,ISG15,RSAD2,MX1	1.46e-12	1.25e-09	Negative regulation of viral genome replication
Process	GO:0050792	9	215	9606	OAS3,OASL,OAS2,TRIM14,IFIT1,ISG15,RSAD2,LGALS9,MX1	OAS3,OASL,OAS2,TRIM14,IFIT1,ISG15,RSAD2,LGALS9,MX1	3.2e-12	2.57e-09	Regulation of viral process
Process	GO:0002376	18	2481	9606	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	4.74e-12	3.58e-09	Immune system process
Process	GO:1903900	8	153	9606	OAS3,OASL,OAS2,IFIT1,ISG15,RSAD2,LGALS9,MX1	OAS3,OASL,OAS2,IFIT1,ISG15,RSAD2,LGALS9,MX1	1.15e-11	7.77e-09	Regulation of viral life cycle
Process	GO:0071345	11	1013	9606	OAS3,OASL,SAMHD1,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,LGALS9,MX1	OAS3,OASL,SAMHD1,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,LGALS9,MX1	1.01e-08	5.17e-06	Cellular response to cytokine stimulus
Process	GO:0016032	9	776	9606	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,ISG15,DDX58,RSAD2	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,ISG15,DDX58,RSAD2	1.94e-07	8.88e-05	Viral process
Process	GO:0060700	3	9	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	3.53e-07	0.00016	Regulation of ribonuclease activity
Process	GO:0071310	13	2369	9606	OAS3,OASL,SAMHD1,IFIH1,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1	OAS3,OASL,SAMHD1,IFIH1,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1	8.34e-07	0.00035	Cellular response to organic substance
Process	GO:0071360	3	17	9606	IFIH1,IFIT1,DDX58	IFIH1,IFIT1,DDX58	1.82e-06	0.00073	Cellular response to exogenous dsrna
Process	GO:0002831	6	406	9606	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	8.15e-06	0.003	Regulation of response to biotic stimulus
Process	GO:0098586	3	32	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	1.03e-05	0.0036	Cellular response to virus
Process	GO:0048519	17	5389	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,HELZ2,PARP14,RNF213	OAS3,OASL,SAMHD1,IFIH1,DTX3L,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,HELZ2,PARP14,RNF213	1.3e-05	0.0043	Negative regulation of biological process
Process	GO:0034344	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0046	Regulation of type iii interferon production
Process	GO:0032480	3	45	9606	IFIH1,ISG15,DDX58	IFIH1,ISG15,DDX58	2.69e-05	0.0084	Negative regulation of type i interferon production
Process	GO:0007166	11	2325	9606	OAS3,OASL,SAMHD1,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	OAS3,OASL,SAMHD1,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	3.82e-05	0.0114	Cell surface receptor signaling pathway
Process	GO:0009597	2	6	9606	IFIH1,DDX58	IFIH1,DDX58	4.01e-05	0.0117	Detection of virus
Process	GO:0071346	4	161	9606	OAS3,OASL,OAS2,LGALS9	OAS3,OASL,OAS2,LGALS9	4.52e-05	0.0126	Cellular response to interferon-gamma
Process	GO:0016185	2	7	9606	MX2,MX1	MX2,MX1	5.15e-05	0.0141	Synaptic vesicle budding from presynaptic endocytic zone membrane
Process	GO:0060760	3	58	9606	IFIH1,DDX58,PARP14	IFIH1,DDX58,PARP14	5.55e-05	0.0149	Positive regulation of response to cytokine stimulus
Process	GO:0060759	4	175	9606	SAMHD1,IFIH1,DDX58,PARP14	SAMHD1,IFIH1,DDX58,PARP14	6.21e-05	0.0163	Regulation of response to cytokine stimulus
Process	GO:0045824	3	61	9606	SAMHD1,LGALS9,PARP14	SAMHD1,LGALS9,PARP14	6.41e-05	0.0165	Negative regulation of innate immune response
Process	GO:0098884	2	8	9606	MX2,MX1	MX2,MX1	6.43e-05	0.0165	Postsynaptic neurotransmitter receptor internalization
Process	GO:0039528	2	9	9606	IFIH1,DDX58	IFIH1,DDX58	7.86e-05	0.0187	Cytoplasmic pattern recognition receptor signaling pathway in response to virus
Process	GO:0060333	3	70	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	9.5e-05	0.022	Interferon-gamma-mediated signaling pathway
Process	GO:0031347	6	674	9606	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	SAMHD1,DTX3L,IFIT1,DDX58,LGALS9,PARP14	0.00013	0.0304	Regulation of defense response
Process	GO:0002697	5	418	9606	DTX3L,IFIT1,DDX58,RSAD2,LGALS9	DTX3L,IFIT1,DDX58,RSAD2,LGALS9	0.00014	0.0308	Regulation of immune effector process
Process	GO:0044260	15	4976	9606	SAMHD1,PARP12,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,ISG15,DDX58,LGALS9,MX1,HELZ2,PARP14,RNF213	SAMHD1,PARP12,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,ISG15,DDX58,LGALS9,MX1,HELZ2,PARP14,RNF213	0.00014	0.0308	Cellular macromolecule metabolic process
Process	GO:0050688	3	81	9606	DTX3L,IFIT1,DDX58	DTX3L,IFIT1,DDX58	0.00014	0.0309	Regulation of defense response to virus
Process	GO:0032760	3	88	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	0.00018	0.0379	Positive regulation of tumor necrosis factor production
Process	GO:0032755	3	94	9606	IFIH1,DDX58,LGALS9	IFIH1,DDX58,LGALS9	0.00022	0.0443	Positive regulation of interleukin-6 production
Function	GO:0003725	5	75	9606	OAS3,OASL,IFIH1,OAS2,DDX58	OAS3,OASL,IFIH1,OAS2,DDX58	4e-08	0.00013	Double-stranded rna binding
Function	GO:0003723	11	1649	9606	OAS3,OASL,SAMHD1,PARP12,IFIH1,OAS2,TDRD7,IFIT1,IFIT3,DDX58,HELZ2	OAS3,OASL,SAMHD1,PARP12,IFIH1,OAS2,TDRD7,IFIT1,IFIT3,DDX58,HELZ2	1.38e-06	0.0022	RNA binding
Function	GO:0001730	2	3	9606	OAS3,OAS2	OAS3,OAS2	1.44e-05	0.0155	2-5-oligoadenylate synthetase activity
Function	GO:0003824	17	5486	9606	OAS3,OASL,SAMHD1,PARP12,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,DDX58,RSAD2,MX1,HELZ2,PARP14,RNF213	OAS3,OASL,SAMHD1,PARP12,IFIH1,HERC6,DTX3L,MX2,OAS2,TRIM14,TAP1,DDX58,RSAD2,MX1,HELZ2,PARP14,RNF213	1.68e-05	0.0155	Catalytic activity
Function	GO:0017111	7	760	9606	IFIH1,MX2,TAP1,DDX58,MX1,HELZ2,RNF213	IFIH1,MX2,TAP1,DDX58,MX1,HELZ2,RNF213	2.65e-05	0.0172	Nucleoside-triphosphatase activity
Function	GO:0036094	11	2516	9606	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,LGALS9,MX1,HELZ2,PARP14	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,LGALS9,MX1,HELZ2,PARP14	7.98e-05	0.0287	Small molecule binding
Function	GO:0000166	10	2119	9606	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2,PARP14	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2,PARP14	0.0001	0.0338	Nucleotide binding
Function	GO:0003724	3	74	9606	IFIH1,DDX58,HELZ2	IFIH1,DDX58,HELZ2	0.00011	0.0338	RNA helicase activity
Function	GO:0016887	5	393	9606	IFIH1,TAP1,DDX58,HELZ2,RNF213	IFIH1,TAP1,DDX58,HELZ2,RNF213	0.0001	0.0338	ATPase activity
Function	GO:0097367	10	2226	9606	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,LGALS9,MX1,HELZ2	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,LGALS9,MX1,HELZ2	0.00016	0.0367	Carbohydrate derivative binding
Function	GO:0035639	9	1799	9606	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2	0.00017	0.0372	Purine ribonucleoside triphosphate binding
Function	GO:1990404	2	15	9606	PARP12,PARP14	PARP12,PARP14	0.00019	0.0391	Protein adp-ribosylase activity
Function	GO:1901363	16	5831	9606	OAS3,OASL,SP110,SAMHD1,PARP12,IFIH1,MX2,OAS2,TAP1,TDRD7,IFIT1,IFIT3,DDX58,MX1,HELZ2,PARP14	OAS3,OASL,SP110,SAMHD1,PARP12,IFIH1,MX2,OAS2,TAP1,TDRD7,IFIT1,IFIT3,DDX58,MX1,HELZ2,PARP14	0.00021	0.04	Heterocyclic compound binding
Function	GO:0032555	9	1864	9606	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2	0.00023	0.0406	Purine ribonucleotide binding
Function	GO:0097159	16	5916	9606	OAS3,OASL,SP110,SAMHD1,PARP12,IFIH1,MX2,OAS2,TAP1,TDRD7,IFIT1,IFIT3,DDX58,MX1,HELZ2,PARP14	OAS3,OASL,SP110,SAMHD1,PARP12,IFIH1,MX2,OAS2,TAP1,TDRD7,IFIT1,IFIT3,DDX58,MX1,HELZ2,PARP14	0.00025	0.0407	Organic cyclic compound binding
TISSUES	BTO:0000570	12	2543	9606	SLC15A3,OAS3,OASL,SP110,SAMHD1,IFIH1,HERC6,OAS2,TAP1,LGALS9,HELZ2,RNF213	SLC15A3,OAS3,OASL,SP110,SAMHD1,IFIH1,HERC6,OAS2,TAP1,LGALS9,HELZ2,RNF213	1.39e-05	0.0265	Hematopoietic system
DISEASES	DOID:0060861	5	8	9606	OAS3,OASL,OAS2,DDX58,MX1	OAS3,OASL,OAS2,DDX58,MX1	2.26e-12	9.88e-09	Microphthalmia with limb anomalies
Keyword	KW-0051	13	127	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1	1.67e-22	1.13e-19	Antiviral defense
Keyword	KW-0391	17	522	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,TAP1,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,PARP14	6.7e-22	2.27e-19	Immunity
Keyword	KW-0399	15	324	9606	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1,PARP14	OAS3,OASL,SAMHD1,IFIH1,DTX3L,MX2,OAS2,TRIM14,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1,PARP14	3.12e-21	7.02e-19	Innate immunity
Keyword	KW-0945	9	534	9606	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,ISG15,DDX58,RSAD2	SP110,SAMHD1,IFIH1,DTX3L,TAP1,IFIT1,ISG15,DDX58,RSAD2	8.16e-09	1.38e-06	Host-virus interaction
Keyword	KW-0694	7	670	9606	OAS3,OASL,IFIH1,OAS2,TDRD7,IFIT1,DDX58	OAS3,OASL,IFIH1,OAS2,TDRD7,IFIT1,DDX58	1.18e-05	0.0016	RNA-binding
Keyword	KW-0963	16	5028	9606	OAS3,OASL,IFIH1,HERC6,DTX3L,MX2,OAS2,TDRD7,IFIT1,IFIT3,ISG15,DDX58,LGALS9,MX1,PARP14,RNF213	OAS3,OASL,IFIH1,HERC6,DTX3L,MX2,OAS2,TDRD7,IFIT1,IFIT3,ISG15,DDX58,LGALS9,MX1,PARP14,RNF213	2.98e-05	0.0034	Cytoplasm
Keyword	KW-0948	2	7	9606	SAMHD1,IFIH1	SAMHD1,IFIH1	5.15e-05	0.005	Aicardi-Goutieres syndrome
Keyword	KW-0571	2	8	9606	SLC15A3,TAP1	SLC15A3,TAP1	6.43e-05	0.0054	Peptide transport
Keyword	KW-0547	9	1760	9606	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2	OAS3,SAMHD1,IFIH1,MX2,OAS2,TAP1,DDX58,MX1,HELZ2	0.00015	0.0109	Nucleotide-binding
Keyword	KW-0677	14	4729	9606	OAS3,OASL,PARP12,IFIH1,HERC6,OAS2,TDRD7,IFIT1,IFIT3,ISG15,DDX58,LGALS9,HELZ2,PARP14	OAS3,OASL,PARP12,IFIH1,HERC6,OAS2,TDRD7,IFIT1,IFIT3,ISG15,DDX58,LGALS9,HELZ2,PARP14	0.00036	0.0246	Repeat
Keyword	KW-0479	12	3652	9606	OAS3,SP110,SAMHD1,PARP12,IFIH1,DTX3L,OAS2,TRIM14,DDX58,RSAD2,HELZ2,RNF213	OAS3,SP110,SAMHD1,PARP12,IFIH1,DTX3L,OAS2,TRIM14,DDX58,RSAD2,HELZ2,RNF213	0.00051	0.0316	Metal-binding
Keyword	KW-0347	3	140	9606	IFIH1,DDX58,HELZ2	IFIH1,DDX58,HELZ2	0.00069	0.0388	Helicase
KEGG	hsa05160	7	156	9606	OAS3,MX2,OAS2,IFIT1,DDX58,RSAD2,MX1	OAS3,MX2,OAS2,IFIT1,DDX58,RSAD2,MX1	7.45e-10	2.5e-07	Hepatitis C
KEGG	hsa05164	7	165	9606	OAS3,IFIH1,MX2,OAS2,DDX58,RSAD2,MX1	OAS3,IFIH1,MX2,OAS2,DDX58,RSAD2,MX1	1.09e-09	2.5e-07	Influenza A
KEGG	hsa05162	6	138	9606	OAS3,IFIH1,MX2,OAS2,DDX58,MX1	OAS3,IFIH1,MX2,OAS2,DDX58,MX1	1.71e-08	1.92e-06	Measles
KEGG	hsa05169	5	193	9606	OAS3,OAS2,TAP1,ISG15,DDX58	OAS3,OAS2,TAP1,ISG15,DDX58	3.65e-06	0.00031	Epstein-Barr virus infection
KEGG	hsa04622	3	70	9606	IFIH1,ISG15,DDX58	IFIH1,ISG15,DDX58	9.5e-05	0.0064	RIG-I-like receptor signaling pathway
KEGG	hsa05168	5	479	9606	OAS3,IFIH1,OAS2,TAP1,DDX58	OAS3,IFIH1,OAS2,TAP1,DDX58	0.00026	0.0145	Herpes simplex virus 1 infection
KEGG	hsa05165	4	325	9606	OASL,MX2,ISG15,MX1	OASL,MX2,ISG15,MX1	0.00064	0.0305	Human papillomavirus infection
SMART	SM00053	2	7	9606	MX2,MX1	MX2,MX1	5.15e-05	0.0291	Dynamin, GTPase
SMART	SM00302	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0291	Dynamin GTPase effector domain
InterPro	IPR006116	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	5.64e-08	0.00038	2-5OAS/ClassI-CCAase, nucleotidyltransferase domain
InterPro	IPR006117	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	5.64e-08	0.00038	2-5-oligoadenylate synthetase, C-terminal  conserved site
InterPro	IPR018952	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	5.64e-08	0.00038	2-5-oligoadenylate synthetase 1, domain 2/C-terminal
InterPro	IPR026774	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	5.64e-08	0.00038	2-5-oligoadenylate synthase
InterPro	IPR043518	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	5.64e-08	0.00038	2-5-oligoadenylate synthetase, N-terminal conserved site
InterPro	IPR043519	3	23	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	4.12e-06	0.0047	Nucleotidyltransferase superfamily
InterPro	IPR021673	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0139	RIG-I-like receptor, C-terminal regulatory domain
InterPro	IPR031964	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0139	Caspase recruitment domain
InterPro	IPR038557	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0139	RIG-I-like receptor, C-terminal domain superfamily
InterPro	IPR041204	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0139	RIG-I receptor, C-terminal
InterPro	IPR000375	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0247	Dynamin central domain
InterPro	IPR001401	2	7	9606	MX2,MX1	MX2,MX1	5.15e-05	0.0247	Dynamin, GTPase domain
InterPro	IPR002934	2	7	9606	OAS3,OAS2	OAS3,OAS2	5.15e-05	0.0247	Polymerase, nucleotidyl transferase domain
InterPro	IPR003130	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0247	Dynamin GTPase effector
InterPro	IPR019762	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0247	Dynamin, GTPase region, conserved site
InterPro	IPR020850	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0247	GTPase effector domain
InterPro	IPR027417	7	861	9606	IFIH1,MX2,TAP1,DDX58,MX1,HELZ2,RNF213	IFIH1,MX2,TAP1,DDX58,MX1,HELZ2,RNF213	5.84e-05	0.0247	P-loop containing nucleoside triphosphate hydrolase
InterPro	IPR037197	2	11	9606	PARP12,PARP14	PARP12,PARP14	0.00011	0.0419	WWE domain superfamily
InterPro	IPR004170	2	12	9606	PARP12,PARP14	PARP12,PARP14	0.00013	0.0462	WWE domain
Pfam	PF10421	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	5.64e-08	0.00019	2-5-oligoadenylate synthetase 1, domain 2, C-terminus 
Pfam	PF11648	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	1.44e-05	0.0247	C-terminal domain of RIG-I
Pfam	PF16739	2	4	9606	IFIH1,DDX58	IFIH1,DDX58	2.15e-05	0.0247	Caspase recruitment domain
Pfam	PF01031	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0345	Dynamin central region
Pfam	PF02212	2	6	9606	MX2,MX1	MX2,MX1	4.01e-05	0.0345	Dynamin GTPase effector domain
PMID	PMID:34771433	16	38	9606	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,LGALS9,MX1,PARP14,RNF213	OAS3,OASL,SAMHD1,IFIH1,HERC6,DTX3L,MX2,OAS2,IFIT1,IFIT3,ISG15,DDX58,LGALS9,MX1,PARP14,RNF213	6.84e-37	2.7e-30	(2021) Multi-Omics Analysis of Glioblastoma Cells Sensitivity to Oncolytic Viruses.
PMID	PMID:31665046	15	76	9606	OAS3,OASL,PARP12,IFIH1,MX2,OAS2,TDRD7,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,HELZ2	OAS3,OASL,PARP12,IFIH1,MX2,OAS2,TDRD7,IFIT1,IFIT3,ISG15,DDX58,RSAD2,LGALS9,MX1,HELZ2	3.8e-30	7.49e-24	(2019) Identifying novel biomarkers of the pediatric influenza infection by weighted co-expression network analysis.
PMID	PMID:31465999	14	57	9606	OAS3,OASL,SAMHD1,PARP12,IFIH1,HERC6,MX2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1,RNF213	OAS3,OASL,SAMHD1,PARP12,IFIH1,HERC6,MX2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1,RNF213	3.28e-29	4.32e-23	(2019) Virus- and Interferon Alpha-Induced Transcriptomes of Cells from the Microbat Myotis daubentonii.
PMID	PMID:34160465	11	36	9606	OAS3,OASL,SAMHD1,IFIH1,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1	OAS3,OASL,SAMHD1,IFIH1,OAS2,IFIT1,IFIT3,ISG15,DDX58,RSAD2,MX1	1.04e-23	1.03e-17	(2021) Identification of hub genes, pathways, and related transcription factors in systemic lupus erythematosus: A preliminary bioinformatics analysis.
PMID	PMID:34818375	10	19	9606	OAS3,OASL,IFIH1,MX2,OAS2,IFIT3,ISG15,DDX58,RSAD2,MX1	OAS3,OASL,IFIH1,MX2,OAS2,IFIT3,ISG15,DDX58,RSAD2,MX1	1.7e-23	1.34e-17	(2021) Ten genes are considered as potential biomarkers for the diagnosis of dermatomyositis.
PMID	PMID:25902143	11	39	9606	OAS3,OASL,SAMHD1,HERC6,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	OAS3,OASL,SAMHD1,HERC6,MX2,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	2.24e-23	1.47e-17	(2015) Hepatitis D Virus Infection of Mice Expressing Human Sodium Taurocholate Co-transporting Polypeptide.
PMID	PMID:31641281	11	42	9606	OAS3,OASL,SAMHD1,IFIH1,HERC6,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	OAS3,OASL,SAMHD1,IFIH1,HERC6,OAS2,IFIT1,IFIT3,ISG15,RSAD2,MX1	4.55e-23	2.57e-17	(2020) A clinical score to guide in decision making for monogenic type I IFNopathies.
