	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
32	Process	GO:0010033	25	3011	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	8.39e-08	2.76e-05	Response to organic substance	4.559090917934783	-0.22534495445033806	-1.0273681352369635
33	Process	GO:0070887	24	2919	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	2.17e-07	6.96e-05	Cellular response to chemical stimulus	4.157390760389438	-0.22959706088602466	-0.9545246995401302
34	Process	GO:0032480	5	45	9606	NMI,IFIH1,HERC5,ISG15,DDX58	NMI,IFIH1,HERC5,ISG15,DDX58	2.52e-07	7.9e-05	Negative regulation of type i interferon production	4.102372908709558	0.9011832829510588	3.6969898857603636
35	Process	GO:0031347	12	674	9606	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,PARP14	2.7e-07	8.27e-05	Regulation of defense response	4.082494490447453	0.10594714190268861	0.43252862309638074
36	Process	GO:0001817	12	742	9606	NMI,TRIM21,IFIH1,HERC5,F2,STAT1,IFI16,GBP1,ISG15,DDX58,IRF7,SERPINB7	NMI,TRIM21,IFIH1,HERC5,F2,STAT1,IFI16,GBP1,ISG15,DDX58,IRF7,SERPINB7	7.39e-07	0.00022	Regulation of cytokine production	3.657577319177794	0.06420313315898139	0.2348279236624421
37	Process	GO:0032727	4	26	9606	IFIH1,STAT1,DDX58,IRF7	IFIH1,STAT1,DDX58,IRF7	1.33e-06	0.00039	Positive regulation of interferon-alpha production	3.408935392973501	1.0425124357475282	3.5538575398347616
38	Process	GO:0035456	4	31	9606	STAT1,XAF1,IFI16,IFITM3	STAT1,XAF1,IFI16,IFITM3	2.52e-06	0.00072	Response to interferon-beta	3.1426675035687315	0.9661240898840733	3.0362067816935934
39	Process	GO:0002479	5	75	9606	TAP1,PSMB9,PSMB8,TAP2,HLA-C	TAP1,PSMB9,PSMB8,TAP2,HLA-C	2.69e-06	0.00075	Antigen processing and presentation of exogenous peptide antigen via mhc class i, tap-dependent	3.1249387366083	0.6793345333347024	2.1228787983333337
40	Process	GO:0032101	13	1013	9606	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	3.03e-06	0.00083	Regulation of response to external stimulus	3.0809219076239263	-0.036240300663060006	-0.11165353625169948
41	Process	GO:0032481	5	80	9606	IFIH1,STAT1,IFI16,DDX58,IRF7	IFIH1,STAT1,IFI16,DDX58,IRF7	3.63e-06	0.00097	Positive regulation of type i interferon production	3.0132282657337552	0.6513058097344588	1.9625330755284827
42	Process	GO:0050688	5	81	9606	HERC5,DTX3L,STAT1,IFIT1,DDX58	HERC5,DTX3L,STAT1,IFIT1,DDX58	3.84e-06	0.00099	Regulation of defense response to virus	3.0043648054024503	0.6459107778477526	1.9405516083959087
43	Process	GO:0048519	31	5389	9606	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,OS9,PARP10,LIMS2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,F2,OS9,PARP10,LIMS2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,HELZ2,PARP14	4.05e-06	0.001	Negative regulation of biological process	3.0	-0.3847206973713691	-1.1541620921141074
44	Process	GO:0039528	3	9	9606	IFIH1,DDX58,IRF7	IFIH1,DDX58,IRF7	4.26e-06	0.0011	Cytoplasmic pattern recognition receptor signaling pathway in response to virus	2.958607314841775	1.3783045376707213	4.077861887232207
45	Process	GO:0050794	46	10932	9606	OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	4.56e-06	0.0011	Regulation of cellular process	2.958607314841775	-0.5205159989486654	-1.5400024419816951
46	Process	GO:0060700	3	9	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	4.26e-06	0.0011	Regulation of ribonuclease activity	2.958607314841775	1.3783045376707213	4.077861887232207
47	Process	GO:0007165	29	4876	9606	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,DTX3L,F2,STAT2,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	5.84e-06	0.0013	Signal transduction	2.886056647693163	-0.37023990665700457	-1.0685333438487443
48	Process	GO:0019885	3	10	9606	TAP1,TAP2,HLA-C	TAP1,TAP2,HLA-C	5.53e-06	0.0013	Antigen processing and presentation of endogenous peptide antigen via mhc class i	2.886056647693163	1.332547047110046	3.845806263675843
49	Process	GO:0042221	27	4333	9606	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	OAS3,NMI,TRIM21,OASL,IFIH1,STAT2,OS9,HBA1,MX2,OAS2,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2	6.72e-06	0.0015	Response to chemical	2.8239087409443187	-0.34999913248500386	-0.988365609547331
50	Process	GO:0002682	15	1514	9606	NMI,HERC5,DTX3L,F2,STAT1,IFI16,GBP1,IFIT1,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,STAT1,IFI16,GBP1,IFIT1,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,PARP14	1.05e-05	0.0023	Regulation of immune system process	2.638272163982407	-0.1486088237179891	-0.3920705229373392
51	Process	GO:0001818	7	280	9606	NMI,IFIH1,HERC5,F2,GBP1,ISG15,DDX58	NMI,IFIH1,HERC5,F2,GBP1,ISG15,DDX58	1.31e-05	0.0028	Negative regulation of cytokine production	2.5528419686577806	0.25336580106242124	0.646802850374747
52	Process	GO:0032648	4	52	9606	NMI,IFIH1,DDX58,IRF7	NMI,IFIH1,DDX58,IRF7	1.69e-05	0.0036	Regulation of interferon-beta production	2.4436974992327127	0.7414824400835469	1.8119587845571334
53	Process	GO:0045088	7	301	9606	NMI,STAT1,IFI16,PSMB9,PSMB8,IRF7,PARP14	NMI,STAT1,IFI16,PSMB9,PSMB8,IRF7,PARP14	2.07e-05	0.0043	Regulation of innate immune response	2.3665315444204134	0.2219573368107971	0.5252690390782976
54	Process	GO:0071360	3	17	9606	IFIH1,IFIT1,DDX58	IFIH1,IFIT1,DDX58	2.17e-05	0.0044	Cellular response to exogenous dsrna	2.3565473235138126	1.1020981257317721	2.597146388442797
55	Process	GO:0051716	33	6489	9606	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,PARP10,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35	2.45e-05	0.0049	Cellular response to stimulus	2.309803919971486	-0.43823804189048277	-1.0122439470392655
56	Process	GO:0060760	4	58	9606	IFIH1,DDX58,IRF7,PARP14	IFIH1,DDX58,IRF7,PARP14	2.54e-05	0.005	Positive regulation of response to cytokine stimulus	2.3010299956639813	0.6940577901554088	1.5970477938718528
57	Process	GO:0080134	14	1437	9606	NMI,HERC5,DTX3L,F2,OS9,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	NMI,HERC5,DTX3L,F2,OS9,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,PARP14	2.68e-05	0.005	Regulation of response to stress	2.3010299956639813	-0.155902940065604	-0.3587373415031587
58	Process	GO:0050776	11	896	9606	NMI,F2,STAT1,IFI16,GBP1,PSMB9,PSMB8,HLA-C,DDX58,IRF7,PARP14	NMI,F2,STAT1,IFI16,GBP1,PSMB9,PSMB8,HLA-C,DDX58,IRF7,PARP14	2.99e-05	0.0055	Regulation of immune response	2.2596373105057563	-0.05548953211351654	-0.1253862171062093
59	Process	GO:0061025	5	136	9606	MX2,TAP1,TAP2,SAMD9,MX1	MX2,TAP1,TAP2,SAMD9,MX1	4.25e-05	0.0076	Membrane fusion	2.1191864077192086	0.4208568883561849	0.8918741973994275
60	Process	GO:0035455	3	23	9606	MX2,IFIT3,IFITM3	MX2,IFIT3,IFITM3	4.9e-05	0.0084	Response to interferon-alpha	2.0757207139381184	0.9708192110924532	2.0151495459536677
61	Process	GO:0034344	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	7.4e-05	0.0123	Regulation of type iii interferon production	1.9100948885606022	1.6793345333347025	3.2076883083059196
62	Process	GO:0039530	2	3	9606	IFIH1,IRF7	IFIH1,IRF7	7.4e-05	0.0123	MDA-5 signaling pathway	1.9100948885606022	1.6793345333347025	3.2076883083059196
