category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0010033	15	3011	9606	BST2,IFIH1,PML,ISG20,MX2,GBP5,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,IDO1	BST2,IFIH1,PML,ISG20,MX2,GBP5,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,IDO1	4.2e-05	0.0138	Response to organic substance
Process	GO:0010629	12	2014	9606	BST2,IFIH1,HERC5,PML,LGALS9B,PARP10,H1F0,AFF2,ISG15,DDX58,HELZ2,IDO1	BST2,IFIH1,HERC5,PML,LGALS9B,PARP10,H1F0,AFF2,ISG15,DDX58,HELZ2,IDO1	6.41e-05	0.0206	Negative regulation of gene expression
Process	GO:0048519	20	5389	9606	BST2,IFIH1,HERC5,PML,ISG20,LGALS9B,PARP10,TRIM14,H1F0,AFF2,IFIT1,IFIT3,PHACTR4,ISG15,DDX58,MX1,OAS1,HELZ2,IDO1,RNF213	BST2,IFIH1,HERC5,PML,ISG20,LGALS9B,PARP10,TRIM14,H1F0,AFF2,IFIT1,IFIT3,PHACTR4,ISG15,DDX58,MX1,OAS1,HELZ2,IDO1,RNF213	7.22e-05	0.0226	Negative regulation of biological process
Process	GO:0009597	2	6	9606	IFIH1,DDX58	IFIH1,DDX58	7.65e-05	0.0227	Detection of virus
Process	GO:0032020	2	6	9606	HERC5,ISG15	HERC5,ISG15	7.65e-05	0.0227	ISG15-protein conjugation
Process	GO:0016185	2	7	9606	MX2,MX1	MX2,MX1	9.82e-05	0.0274	Synaptic vesicle budding from presynaptic endocytic zone membrane
Process	GO:0098884	2	8	9606	MX2,MX1	MX2,MX1	0.00012	0.0328	Postsynaptic neurotransmitter receptor internalization
Process	GO:0039528	2	9	9606	IFIH1,DDX58	IFIH1,DDX58	0.00015	0.0377	Cytoplasmic pattern recognition receptor signaling pathway in response to virus
Process	GO:0071346	4	161	9606	PML,GBP5,GBP4,OAS1	PML,GBP5,GBP4,OAS1	0.00016	0.0405	Cellular response to interferon-gamma
Component	GO:0005829	23	5193	9606	BST2,GMPR,IFIH1,HERC6,HERC5,PML,CCT3,LGALS9B,PARP10,MX2,GBP4,IFIT1,IFIT3,IFIT2,SLC44A1,ISG15,DDX58,SAMD9,MX1,OAS1,USP41,IDO1,RNF213	BST2,GMPR,IFIH1,HERC6,HERC5,PML,CCT3,LGALS9B,PARP10,MX2,GBP4,IFIT1,IFIT3,IFIT2,SLC44A1,ISG15,DDX58,SAMD9,MX1,OAS1,USP41,IDO1,RNF213	2.87e-07	0.00049	Cytosol
Component	GO:0005737	31	11428	9606	BST2,GMPR,IFIH1,HERC6,HERC5,PML,CCT3,ISG20,LGALS9B,PARP10,MX2,TRIM14,H1F0,TDRD7,GBP5,GBP4,IFIT1,IFIT3,IFIT2,PHACTR4,SLC44A1,ISG15,DDX58,SAMD9,UBTD2,MX1,OAS1,USP41,HELZ2,IDO1,RNF213	BST2,GMPR,IFIH1,HERC6,HERC5,PML,CCT3,ISG20,LGALS9B,PARP10,MX2,TRIM14,H1F0,TDRD7,GBP5,GBP4,IFIT1,IFIT3,IFIT2,PHACTR4,SLC44A1,ISG15,DDX58,SAMD9,UBTD2,MX1,OAS1,USP41,HELZ2,IDO1,RNF213	5.83e-06	0.005	Cytoplasm
Component	GO:0098844	2	5	9606	MX2,MX1	MX2,MX1	5.74e-05	0.0325	Postsynaptic endocytic zone membrane
Function	GO:0003723	14	1649	9606	BST2,IFIH1,HERC5,CCT3,ISG20,H1F0,TDRD7,AFF2,IFIT1,IFIT3,IFIT2,DDX58,OAS1,HELZ2	BST2,IFIH1,HERC5,CCT3,ISG20,H1F0,TDRD7,AFF2,IFIT1,IFIT3,IFIT2,DDX58,OAS1,HELZ2	1.66e-07	0.00054	RNA binding
DISEASES	DOID:0060861	3	8	9606	DDX58,MX1,OAS1	DDX58,MX1,OAS1	7.11e-07	0.0031	Microphthalmia with limb anomalies
Keyword	KW-0051	13	127	9606	BST2,IFIH1,HERC5,PML,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,HERC5,PML,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	3.62e-20	2.45e-17	Antiviral defense
Keyword	KW-0391	16	522	9606	BST2,IFIH1,HERC5,PML,ISG20,MX2,TRIM14,GBP5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,IDO1	BST2,IFIH1,HERC5,PML,ISG20,MX2,TRIM14,GBP5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,IDO1	6.33e-17	2.14e-14	Immunity
Keyword	KW-0399	14	324	9606	BST2,IFIH1,HERC5,PML,ISG20,MX2,TRIM14,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,HERC5,PML,ISG20,MX2,TRIM14,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	9.59e-17	2.16e-14	Innate immunity
Keyword	KW-0963	24	5028	9606	BST2,IFIH1,HERC6,HERC5,PML,CCT3,ISG20,PARP10,MX2,TDRD7,GBP5,GBP4,IFIT1,IFIT3,IFIT2,PHACTR4,ISG15,DDX58,SAMD9,UBTD2,MX1,OAS1,IDO1,RNF213	BST2,IFIH1,HERC6,HERC5,PML,CCT3,ISG20,PARP10,MX2,TDRD7,GBP5,GBP4,IFIT1,IFIT3,IFIT2,PHACTR4,ISG15,DDX58,SAMD9,UBTD2,MX1,OAS1,IDO1,RNF213	2.16e-08	3.65e-06	Cytoplasm
Keyword	KW-0694	8	670	9606	IFIH1,ISG20,TDRD7,AFF2,IFIT1,IFIT2,DDX58,OAS1	IFIH1,ISG20,TDRD7,AFF2,IFIT1,IFIT2,DDX58,OAS1	1.27e-05	0.0017	RNA-binding
KEGG	hsa05164	6	165	9606	IFIH1,PML,MX2,DDX58,MX1,OAS1	IFIH1,PML,MX2,DDX58,MX1,OAS1	3.68e-07	0.00012	Influenza A
KEGG	hsa05162	5	138	9606	IFIH1,MX2,DDX58,MX1,OAS1	IFIH1,MX2,DDX58,MX1,OAS1	3.88e-06	0.00065	Measles
KEGG	hsa05160	5	156	9606	MX2,IFIT1,DDX58,MX1,OAS1	MX2,IFIT1,DDX58,MX1,OAS1	6.93e-06	0.00078	Hepatitis C
KEGG	hsa04622	3	70	9606	IFIH1,ISG15,DDX58	IFIH1,ISG15,DDX58	0.00025	0.021	RIG-I-like receptor signaling pathway
PMID	PMID:33276587	13	48	9606	BST2,IFIH1,HERC5,MX2,TDRD7,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,IDO1	BST2,IFIH1,HERC5,MX2,TDRD7,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,IDO1	3.57e-25	1.41e-18	(2020) Host Cell Restriction Factors of Paramyxoviruses and Pneumoviruses.
PMID	PMID:28605413	11	16	9606	BST2,IFIH1,HERC5,MX2,GBP4,IFIT1,IFIT3,ISG15,DDX58,SAMD9,MX1	BST2,IFIH1,HERC5,MX2,GBP4,IFIT1,IFIT3,ISG15,DDX58,SAMD9,MX1	6.06e-25	1.41e-18	(2017) Acute bovine viral diarrhea virus infection inhibits expression of interferon tau-stimulated genes in bovine endometrium.
PMID	PMID:31937643	12	35	9606	BST2,ISG20,MX2,GBP5,GBP4,IFIT1,ISG15,DDX58,MX1,OAS1,IDO1,RNF213	BST2,ISG20,MX2,GBP5,GBP4,IFIT1,ISG15,DDX58,MX1,OAS1,IDO1,RNF213	2.68e-24	3.52e-18	(2020) Cell-to-Cell Variation in Defective Virus Expression and Effects on Host Responses during Influenza Virus Infection.
PMID	PMID:34771433	12	38	9606	BST2,IFIH1,HERC6,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,RNF213	BST2,IFIH1,HERC6,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,RNF213	6.21e-24	6.12e-18	(2021) Multi-Omics Analysis of Glioblastoma Cells Sensitivity to Oncolytic Viruses.
PMID	PMID:32325933	12	42	9606	BST2,IFIH1,HERC5,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,HERC5,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	1.75e-23	1.38e-17	(2020) RNAseq Reveals the Contribution of Interferon Stimulated Genes to the Increased Host Defense and Decreased PPR Viral Replication in Cattle.
PMID	PMID:31665046	13	76	9606	IFIH1,HERC5,MX2,TDRD7,IFIT1,IFIT3,IFIT2,ISG15,DDX58,SAMD9,MX1,OAS1,HELZ2	IFIH1,HERC5,MX2,TDRD7,IFIT1,IFIT3,IFIT2,ISG15,DDX58,SAMD9,MX1,OAS1,HELZ2	7.45e-23	4.9e-17	(2019) Identifying novel biomarkers of the pediatric influenza infection by weighted co-expression network analysis.
PMID	PMID:29215570	12	53	9606	BST2,IFIH1,HERC5,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,HERC5,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	2.03e-22	1.14e-16	(2017) Host Cell Restriction Factors that Limit Influenza A Infection.
PMID	PMID:33810083	14	127	9606	BST2,ATP4A,IFIH1,HERC5,ISG20,MX2,TRIM14,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,ATP4A,IFIH1,HERC5,ISG20,MX2,TRIM14,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	3.74e-22	1.85e-16	(2021) Mammalian and Avian Host Cell Influenza A Restriction Factors.
PMID	PMID:35281454	11	34	9606	IFIH1,HERC5,PARP10,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,HERC5,PARP10,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	4.63e-22	1.94e-16	(2022) Streptococcus pneumoniae and Influenza A Virus Co-Infection Induces Altered Polyubiquitination in A549 Cells.
PMID	PMID:31465999	12	57	9606	BST2,IFIH1,HERC6,MX2,IFIT1,IFIT3,ISG15,DDX58,SAMD9,MX1,OAS1,RNF213	BST2,IFIH1,HERC6,MX2,IFIT1,IFIT3,ISG15,DDX58,SAMD9,MX1,OAS1,RNF213	4.42e-22	1.94e-16	(2019) Virus- and Interferon Alpha-Induced Transcriptomes of Cells from the Microbat Myotis daubentonii.
PMID	PMID:28805681	13	92	9606	GMPR,IFIH1,HERC5,ISG20,MX2,IFIT1,ISG15,DDX58,SAMD9,MX1,OAS1,HELZ2,IDO1	GMPR,IFIH1,HERC5,ISG20,MX2,IFIT1,ISG15,DDX58,SAMD9,MX1,OAS1,HELZ2,IDO1	7.28e-22	2.61e-16	(2017) Influenza Virus Infection, Interferon Response, Viral Counter-Response, and Apoptosis.
PMID	PMID:25377889	11	37	9606	IFIH1,HERC6,HERC5,ISG20,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,HERC6,HERC5,ISG20,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	1.03e-21	3.38e-16	(2014) Lassa and Marburg viruses elicit distinct host transcriptional responses early after infection.
PMID	PMID:33968942	12	64	9606	BST2,HERC5,PML,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,SAMD9,MX1	BST2,HERC5,PML,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,SAMD9,MX1	1.55e-21	4.69e-16	(2021) Crosstalk Between SUMO and Ubiquitin-Like Proteins: Implication for Antiviral Defense.
PMID	PMID:31487323	13	102	9606	BST2,IFIH1,HERC6,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,SAMD9,MX1,OAS1,RNF213	BST2,IFIH1,HERC6,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,SAMD9,MX1,OAS1,RNF213	2.52e-21	7.11e-16	(2019) Differential gene expression in bovine endometrial epithelial cells after challenge with LPS; specific implications for genes involved in embryo maternal interactions.
PMID	PMID:31861316	11	41	9606	BST2,IFIH1,HERC5,MX2,GBP4,IFIT1,IFIT3,ISG15,DDX58,SAMD9,MX1	BST2,IFIH1,HERC5,MX2,GBP4,IFIT1,IFIT3,ISG15,DDX58,SAMD9,MX1	2.74e-21	7.2e-16	(2019) Bovine Viral Diarrhoea Virus Infection Disrupts Uterine Interferon Stimulated Gene Regulatory Pathways During Pregnancy Recognition in Cows.
PMID	PMID:33015383	12	77	9606	BST2,IFIH1,HERC5,PML,MX2,TRIM14,IFIT3,IFIT2,ISG15,DDX58,MX1,IDO1	BST2,IFIH1,HERC5,PML,MX2,TRIM14,IFIT3,IFIT2,ISG15,DDX58,MX1,IDO1	1.17e-20	2.88e-15	(2020) Investigating genetic drivers of dermatomyositis pathogenesis using meta-analysis.
PMID	PMID:34372578	13	120	9606	BST2,IFIH1,PML,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,HELZ2	BST2,IFIH1,PML,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,HELZ2	1.81e-20	4.21e-15	(2021) Immunity and Viral Infections: Modulating Antiviral Response via CRISPR-Cas Systems.
PMID	PMID:23369858	11	50	9606	BST2,IFIH1,HERC5,ISG20,TRIM14,IFIT1,IFIT3,IFIT2,ISG15,DDX58,OAS1	BST2,IFIH1,HERC5,ISG20,TRIM14,IFIT1,IFIT3,IFIT2,ISG15,DDX58,OAS1	1.88e-20	4.21e-15	(2013) What role (if any) does the highly conserved CSB-PGBD3 fusion protein play in Cockayne syndrome?
PMID	PMID:27870591	12	82	9606	BST2,IFIH1,HERC5,TRIM14,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,HERC5,TRIM14,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	2.34e-20	4.85e-15	(2017) Human transcriptome response to immunization with live-attenuated Venezuelan equine encephalitis virus vaccine (TC-83): Analysis of whole blood.
PMID	PMID:34490145	11	52	9606	BST2,IFIH1,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	2.76e-20	5.44e-15	(2021) Transcriptional Profiling of Human Peripheral Blood Mononuclear Cells Stimulated by Mycobacterium tuberculosis PPE57 Identifies Characteristic Genes Associated With Type I Interferon Signaling.
PMID	PMID:34064060	13	136	9606	BST2,HERC5,MX2,GBP5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,USP41,HELZ2	BST2,HERC5,MX2,GBP5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,USP41,HELZ2	8.36e-20	1.57e-14	(2021) TBX2, a Novel Regulator of Labour.
PMID	PMID:33450175	11	59	9606	BST2,IFIH1,HERC5,MX2,GBP5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1	BST2,IFIH1,HERC5,MX2,GBP5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1	9.62e-20	1.73e-14	(2021) Evolutionary conflicts and adverse effects of antiviral factors.
PMID	PMID:34372499	10	35	9606	IFIH1,PML,ISG20,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,PML,ISG20,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	1.24e-19	2.12e-14	(2021) Transcriptome and Proteomic Analysis Reveals Up-Regulation of Innate Immunity-Related Genes Expression in Caprine Herpesvirus 1 Infected Madin Darby Bovine Kidney Cells.
PMID	PMID:30400182	11	62	9606	IFIH1,HERC5,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,HERC5,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	1.58e-19	2.59e-14	(2018) Transcriptomics Reveal Antiviral Gene Induction in the Egyptian Rousette Bat Is Antagonized In Vitro by Marburg Virus Infection.
PMID	PMID:35086375	10	37	9606	BST2,IFIH1,HERC6,HERC5,ISG20,MX2,IFIT1,ISG15,MX1,OAS1	BST2,IFIH1,HERC6,HERC5,ISG20,MX2,IFIT1,ISG15,MX1,OAS1	2e-19	3.16e-14	(2022) Integrated analysis of differentially expressed genes, differentially methylated genes, and natural compounds in hepatitis C virus-induced cirrhosis.
PMID	PMID:32164778	10	37	9606	BST2,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,MX1,OAS1,IDO1	BST2,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,MX1,OAS1,IDO1	2e-19	3.16e-14	(2020) Identification of molecules associated with response to abatacept in patients with rheumatoid arthritis.
PMID	PMID:27434537	11	64	9606	MX2,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,USP41,IDO1	MX2,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1,USP41,IDO1	2.17e-19	3.17e-14	(2016) Full Spectrum of LPS Activation in Alveolar Macrophages of Healthy Volunteers by Whole Transcriptomic Profiling.
PMID	PMID:34552595	11	65	9606	BST2,HERC5,PML,MX2,GBP4,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,HERC5,PML,MX2,GBP4,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	2.53e-19	3.57e-14	(2021) Tissue-Resident-Memory CD8(+) T Cells Bridge Innate Immune Responses in Neighboring Epithelial Cells to Control Human Genital Herpes.
PMID	PMID:31611566	10	40	9606	IFIH1,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,ISG20,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	3.96e-19	5.39e-14	(2019) Experimental challenge with bovine respiratory syncytial virus in dairy calves: bronchial lymph node transcriptome response.
PMID	PMID:24713352	10	42	9606	BST2,IFIH1,PML,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,PML,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	6.09e-19	8.01e-14	(2014) Interferon-stimulated genes: roles in viral pathogenesis.
PMID	PMID:33142113	11	72	9606	BST2,IFIH1,HERC5,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,HERC5,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	7.08e-19	9.02e-14	(2020) Three-Dimensional Human Alveolar Stem Cell Culture Models Reveal Infection Response to SARS-CoV-2.
PMID	PMID:22328912	10	44	9606	BST2,IFIH1,ISG20,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,ISG20,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	9.19e-19	1.13e-13	(2011) Interferon-stimulated genes and their antiviral effector functions.
PMID	PMID:29175515	10	45	9606	BST2,IFIH1,PARP10,TRIM14,IFIT1,IFIT2,ISG15,DDX58,MX1,OAS1	BST2,IFIH1,PARP10,TRIM14,IFIT1,IFIT2,ISG15,DDX58,MX1,OAS1	1.12e-18	1.34e-13	(2018) Innate immune control of alphavirus infection.
PMID	PMID:34880855	9	24	9606	BST2,IFIH1,MX2,IFIT1,IFIT3,IFIT2,ISG15,MX1,OAS1	BST2,IFIH1,MX2,IFIT1,IFIT3,IFIT2,ISG15,MX1,OAS1	1.23e-18	1.43e-13	(2021) Transcriptional Profiling and Machine Learning Unveil a Concordant Biosignature of Type I Interferon-Inducible Host Response Across Nasal Swab and Pulmonary Tissue for COVID-19 Diagnosis.
PMID	PMID:31658769	9	24	9606	IFIH1,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,MX2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1,OAS1	1.23e-18	1.43e-13	(2019) Whole Transcriptome Analyses Reveal Differential mRNA and microRNA Expression Profiles in Primary Human Dermal Fibroblasts Infected with Clinical or Vaccine Strains of Varicella Zoster Virus.
PMID	PMID:26859759	9	24	9606	IFIH1,ISG20,MX2,IFIT1,IFIT2,ISG15,DDX58,MX1,OAS1	IFIH1,ISG20,MX2,IFIT1,IFIT2,ISG15,DDX58,MX1,OAS1	1.23e-18	1.43e-13	(2016) Newcastle Disease Virus V Protein Targets Phosphorylated STAT1 to Block IFN-I Signaling.
PMID	PMID:31364746	9	26	9606	BST2,HERC6,HERC5,MX2,IFIT1,ISG15,DDX58,SAMD9,OAS1	BST2,HERC6,HERC5,MX2,IFIT1,ISG15,DDX58,SAMD9,OAS1	2.25e-18	2.4e-13	(2019) Characteristic genes in THP-1 derived macrophages infected with Mycobacterium tuberculosis H37Rv strain identified by integrating bioinformatics methods.
PMID	PMID:35028607	10	49	9606	IFIH1,HERC5,ISG20,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1	IFIH1,HERC5,ISG20,GBP4,IFIT1,IFIT3,IFIT2,ISG15,DDX58,MX1	2.4e-18	2.49e-13	(2021) Prior upregulation of interferon pathways in the nasopharynx impacts viral shedding following live attenuated influenza vaccine challenge in children.
