	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
28	Process	GO:0071345	25	1013	9606	OAS3,BST2,SAMHD1,TREX1,CSF1,MX2,OAS2,SP100,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,TREX1,CSF1,MX2,OAS2,SP100,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	2.23e-20	1.79e-17	Cellular response to cytokine stimulus	16.747146969020108	0.1841580366446355	3.0841217052139016
29	Process	GO:0034341	15	182	9606	OAS3,BST2,OAS2,SP100,STAT1,GBP1,HLA-E,TRIM5,LGALS9,IFITM3,IFI30,IFITM1,OAS1,HLA-B,HLA-G	OAS3,BST2,OAS2,SP100,STAT1,GBP1,HLA-E,TRIM5,LGALS9,IFITM3,IFI30,IFITM1,OAS1,HLA-B,HLA-G	2.43e-19	1.56e-16	Response to interferon-gamma	15.806875401645538	0.7078473444034847	11.18885477637156
30	Process	GO:0048525	13	105	9606	OAS3,BST2,OAS2,SP100,STAT1,IFIT1,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,OAS2,SP100,STAT1,IFIT1,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1	5.91e-19	3.62e-16	Negative regulation of viral process	15.441291429466835	0.884581526569777	13.659081144886587
31	Process	GO:0060333	11	70	9606	OAS3,OAS2,SP100,STAT1,GBP1,HLA-E,TRIM5,IFI30,OAS1,HLA-B,HLA-G	OAS3,OAS2,SP100,STAT1,GBP1,HLA-E,TRIM5,IFI30,OAS1,HLA-B,HLA-G	3.5e-17	2.04e-14	Interferon-gamma-mediated signaling pathway	13.6903698325741	0.9881221184768465	13.527757241694632
32	Process	GO:0050792	14	215	9606	OAS3,BST2,OAS2,SP100,STAT1,IFIT1,ISG15,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,OAS2,SP100,STAT1,IFIT1,ISG15,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFITM1,OAS1	1.01e-16	5.65e-14	Regulation of viral process	13.247951552180561	0.605517049095511	8.021860530436667
33	Process	GO:1903901	11	86	9606	OAS3,BST2,OAS2,IFIT1,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,OAS2,IFIT1,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1	2.79e-16	1.44e-13	Negative regulation of viral life cycle	12.84163750790475	0.8987217072475355	11.541058384958145
34	Process	GO:0045071	10	61	9606	OAS3,BST2,OAS2,IFIT1,ISG15,RSAD2,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,OAS2,IFIT1,ISG15,RSAD2,MX1,IFITM3,IFITM1,OAS1	7.34e-16	3.63e-13	Negative regulation of viral genome replication	12.440093374963887	1.0064976383221114	12.520924602407696
35	Process	GO:0006950	33	3485	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,ALKBH5,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,ALKBH5,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	1.81e-15	8.63e-13	Response to stress	12.063989204284791	-0.23186136922326248	-2.7971730552001284
36	Process	GO:1903900	12	153	9606	OAS3,BST2,OAS2,IFIT1,ISG15,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,OAS2,IFIT1,ISG15,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFITM1,OAS1	2.55e-15	1.17e-12	Regulation of viral life cycle	11.931814138253838	0.6863172885629043	8.1890103270029
37	Process	GO:0071346	12	161	9606	OAS3,OAS2,SP100,STAT1,GBP1,HLA-E,TRIM5,LGALS9,IFI30,OAS1,HLA-B,HLA-G	OAS3,OAS2,SP100,STAT1,GBP1,HLA-E,TRIM5,LGALS9,IFI30,OAS1,HLA-B,HLA-G	4.53e-15	2.01e-12	Cellular response to interferon-gamma	11.69680394257951	0.6641828433486534	7.768816500674198
38	Process	GO:0071310	28	2369	9606	OAS3,BST2,SAMHD1,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	7.24e-15	3.1e-12	Cellular response to organic substance	11.508638306165727	-0.13557955604766753	-1.5603360722631296
39	Process	GO:0007166	25	2325	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	4.5e-12	1.7e-09	Cell surface receptor signaling pathway	8.769551078621726	-0.17665547522105676	-1.549189213269252
40	Process	GO:0002682	21	1514	9606	BST2,SAMHD1,DTX3L,TREX1,CSF1,PARP9,STAT1,GBP1,IFIT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,IFITM1,HLA-B,HLA-G,PARP14,C1R	BST2,SAMHD1,DTX3L,TREX1,CSF1,PARP9,STAT1,GBP1,IFIT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,IFITM1,HLA-B,HLA-G,PARP14,C1R	5.26e-12	1.93e-09	Regulation of immune system process	8.714442690992227	-0.06607910709725633	-0.575842591870978
41	Process	GO:0002831	13	406	9606	SAMHD1,DTX3L,TREX1,PARP9,STAT1,IFIT1,HLA-E,DDX58,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	SAMHD1,DTX3L,TREX1,PARP9,STAT1,IFIT1,HLA-E,DDX58,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	8.62e-12	3.08e-09	Regulation of response to biotic stimulus	8.511449283499555	0.29724479206252097	2.5299839724245183
42	Process	GO:0002697	13	418	9606	BST2,DTX3L,TREX1,PARP9,STAT1,IFIT1,HLA-E,DDX58,RSAD2,LGALS9,HLA-B,HLA-G,C1R	BST2,DTX3L,TREX1,PARP9,STAT1,IFIT1,HLA-E,DDX58,RSAD2,LGALS9,HLA-B,HLA-G,C1R	1.23e-11	4.26e-09	Regulation of immune effector process	8.370590400897282	0.28459454386467986	2.3822243570214297
43	Process	GO:0035455	6	23	9606	BST2,MX2,IFIT2,IFITM3,IFITM1,OAS1	BST2,MX2,IFIT2,IFITM3,IFITM1,OAS1	5.41e-11	1.83e-08	Response to interferon-alpha	7.73754891026957	1.208250887698929	9.34890033944709
44	Process	GO:0050776	16	896	9606	BST2,SAMHD1,TREX1,PARP9,STAT1,GBP1,HLA-E,DDX58,TRIM5,RSAD2,LGALS9,IFITM1,HLA-B,HLA-G,PARP14,C1R	BST2,SAMHD1,TREX1,PARP9,STAT1,GBP1,HLA-E,DDX58,TRIM5,RSAD2,LGALS9,IFITM1,HLA-B,HLA-G,PARP14,C1R	1.12e-10	3.69e-08	Regulation of immune response	7.432973633840939	0.043639446326677954	0.3243708539416141
45	Process	GO:0045824	7	61	9606	SAMHD1,TREX1,HLA-E,LGALS9,HLA-B,HLA-G,PARP14	SAMHD1,TREX1,HLA-E,LGALS9,HLA-B,HLA-G,PARP14	2.11e-10	6.78e-08	Negative regulation of innate immune response	7.168770306132937	0.8515956783363681	6.104893811688892
46	Process	GO:0045088	10	301	9606	SAMHD1,TREX1,PARP9,STAT1,HLA-E,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	SAMHD1,TREX1,PARP9,STAT1,HLA-E,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	2.14e-09	6.71e-07	Regulation of innate immune response	6.1732774798310075	0.31326097773903494	1.933846939186227
47	Process	GO:0050777	8	154	9606	BST2,SAMHD1,TREX1,HLA-E,LGALS9,HLA-B,HLA-G,PARP14	BST2,SAMHD1,TREX1,HLA-E,LGALS9,HLA-B,HLA-G,PARP14	3.64e-09	1.11e-06	Negative regulation of immune response	5.954677021213342	0.5073967394883587	3.021383705269902
48	Process	GO:0031347	13	674	9606	SAMHD1,DTX3L,TREX1,PARP9,STAT1,IFIT1,HLA-E,DDX58,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	SAMHD1,DTX3L,TREX1,PARP9,STAT1,IFIT1,HLA-E,DDX58,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	3.74e-09	1.12e-06	Regulation of defense response	5.950781977329818	0.07711092910439522	0.4588703271695924
49	Process	GO:0035456	5	31	9606	BST2,TREX1,STAT1,IFITM3,IFITM1	BST2,TREX1,STAT1,IFITM3,IFITM1	2.03e-08	5.66e-06	Response to interferon-beta	5.247183568811729	0.9994357838346244	5.244223023019512
50	Process	GO:0007165	29	4876	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	5.43e-08	1.45e-05	Signal transduction	4.838631997765025	-0.4338382257145099	-2.0991835207958327
51	Process	GO:0032101	14	1013	9606	SAMHD1,DTX3L,TREX1,CSF1,PARP9,STAT1,IFIT1,HLA-E,DDX58,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	SAMHD1,DTX3L,TREX1,CSF1,PARP9,STAT1,IFIT1,HLA-E,DDX58,TRIM5,LGALS9,HLA-B,HLA-G,PARP14	5.31e-08	1.45e-05	Regulation of response to external stimulus	4.838631997765025	-0.06765393634916407	-0.3273525011938236
52	Process	GO:0023052	30	5239	9606	OAS3,BST2,SAMHD1,SLC12A7,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,SLC12A7,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	5.9e-08	1.55e-05	Signaling	4.809668301829708	-0.45029967039540547	-2.165792051025147
53	Process	GO:0002683	10	450	9606	BST2,SAMHD1,TREX1,GBP1,HLA-E,PRKAR1A,LGALS9,HLA-B,HLA-G,PARP14	BST2,SAMHD1,TREX1,GBP1,HLA-E,PRKAR1A,LGALS9,HLA-B,HLA-G,PARP14	8.75e-08	2.2e-05	Negative regulation of immune system process	4.657577319177793	0.1386149595575346	0.6456098917339204
54	Process	GO:0007154	30	5320	9606	OAS3,BST2,SAMHD1,SLC12A7,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,SLC12A7,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	8.56e-08	2.2e-05	Cell communication	4.657577319177793	-0.4569629042425074	-2.1283400585055166
55	Process	GO:0048519	30	5389	9606	OAS3,BST2,CTDSPL2,SAMHD1,DTX3L,TREX1,CSF1,OAS2,SP100,WARS,PARP9,STAT1,GBP1,IFIT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,ZNFX1,MX1,IFITM3,IFITM1,OAS1,HLA-B,HLA-G,HELZ2,PARP14	OAS3,BST2,CTDSPL2,SAMHD1,DTX3L,TREX1,CSF1,OAS2,SP100,WARS,PARP9,STAT1,GBP1,IFIT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,ZNFX1,MX1,IFITM3,IFITM1,OAS1,HLA-B,HLA-G,HELZ2,PARP14	1.17e-07	2.89e-05	Negative regulation of biological process	4.539102157243452	-0.46255945554348465	-2.0996046225107876
56	Process	GO:0045953	4	16	9606	HLA-E,LGALS9,HLA-B,HLA-G	HLA-E,LGALS9,HLA-B,HLA-G	1.25e-07	3.03e-05	Negative regulation of natural killer cell mediated cytotoxicity	4.518557371497695	1.1897674820049158	5.376032626181564
57	Process	GO:0016032	12	776	9606	SP110,SAMHD1,DTX3L,SP100,STAT1,IFIT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,HLA-B	SP110,SAMHD1,DTX3L,SP100,STAT1,IFIT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,HLA-B	1.8e-07	4.2e-05	Viral process	4.376750709602099	-0.018853001877685346	-0.08251488934628905
58	Process	GO:0002684	13	949	9606	TREX1,CSF1,PARP9,STAT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,HLA-B,HLA-G,C1R	TREX1,CSF1,PARP9,STAT1,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,HLA-B,HLA-G,C1R	1.97e-07	4.53e-05	Positive regulation of immune system process	4.343901797987168	-0.07149538678757761	-0.31056893921434636
59	Process	GO:0060759	7	175	9606	SAMHD1,TREX1,CSF1,PARP9,STAT1,DDX58,PARP14	SAMHD1,TREX1,CSF1,PARP9,STAT1,DDX58,PARP14	2.08e-07	4.69e-05	Regulation of response to cytokine stimulus	4.328827157284917	0.39388746466084074	1.7050707539379504
60	Process	GO:0002704	5	52	9606	BST2,HLA-E,LGALS9,HLA-B,HLA-G	BST2,HLA-E,LGALS9,HLA-B,HLA-G	2.17e-07	4.81e-05	Negative regulation of leukocyte mediated immunity	4.317854923626168	0.774794134034098	3.345448666435803
61	Process	GO:0002703	7	209	9606	BST2,HLA-E,DDX58,RSAD2,LGALS9,HLA-B,HLA-G	BST2,HLA-E,DDX58,RSAD2,LGALS9,HLA-B,HLA-G	6.63e-07	0.00014	Regulation of leukocyte mediated immunity	3.853871964321762	0.31677922723608115	1.2208265827246458
62	Process	GO:0001817	11	742	9606	BST2,TREX1,STAT1,GBP1,HLA-E,ISG15,DDX58,RSAD2,LGALS9,HLA-B,HLA-G	BST2,TREX1,STAT1,GBP1,HLA-E,ISG15,DDX58,RSAD2,LGALS9,HLA-B,HLA-G	9.7e-07	0.00019	Regulation of cytokine production	3.721246399047171	-0.03718374678792369	-0.13836988383764284
63	Process	GO:0042270	3	6	9606	HLA-E,HLA-B,HLA-G	HLA-E,HLA-B,HLA-G	1e-06	0.0002	Protection from natural killer cell mediated cytotoxicity	3.6989700043360187	1.490797477668897	5.514415152437046
64	Process	GO:0050778	10	607	9606	TREX1,PARP9,HLA-E,DDX58,TRIM5,RSAD2,LGALS9,HLA-B,HLA-G,C1R	TREX1,PARP9,HLA-E,DDX58,TRIM5,RSAD2,LGALS9,HLA-B,HLA-G,C1R	1.29e-06	0.00025	Positive regulation of immune response	3.6020599913279625	0.008638782257620735	0.0311174119439695
65	Process	GO:0002230	4	32	9606	DTX3L,PARP9,STAT1,DDX58	DTX3L,PARP9,STAT1,DDX58	1.48e-06	0.00028	Positive regulation of defense response to virus by host	3.552841968657781	0.8887374863409347	3.157543840591494
66	Process	GO:0050896	35	8046	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,CTSS,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,ALKBH5,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,CTSS,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,ALKBH5,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	1.59e-06	0.0003	Response to stimulus	3.5228787452803374	-0.5696845105520886	-2.006929453739385
67	Process	GO:0050688	5	81	9606	DTX3L,PARP9,STAT1,IFIT1,DDX58	DTX3L,PARP9,STAT1,IFIT1,DDX58	1.72e-06	0.00032	Regulation of defense response to virus	3.494850021680094	0.5823124587902474	2.035094709227685
68	Process	GO:0002700	6	152	9606	BST2,TREX1,HLA-E,DDX58,RSAD2,HLA-G	BST2,TREX1,HLA-E,DDX58,RSAD2,HLA-G	1.78e-06	0.00033	Regulation of production of molecular mediator of immune response	3.4814860601221125	0.3881351357717494	1.3512870646329491
69	Process	GO:0002480	3	8	9606	HLA-E,HLA-B,HLA-G	HLA-E,HLA-B,HLA-G	1.97e-06	0.00036	Antigen processing and presentation of exogenous peptide antigen via mhc class i, tap-independent	3.4436974992327127	1.3658587410605971	4.703604330895519
70	Process	GO:0046596	4	35	9606	TRIM5,LGALS9,IFITM3,IFITM1	TRIM5,LGALS9,IFITM3,IFITM1	2.05e-06	0.00037	Regulation of viral entry into host cell	3.431798275933005	0.8498194203105651	2.916408821476183
71	Process	GO:0051716	31	6489	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,ALKBH5,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,CTSS,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,PRKAR1A,LGALS9,MX1,ALKBH5,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	2.24e-06	0.00039	Cellular response to stimulus	3.408935392973501	-0.528988606991603	-1.803287984853425
72	Process	GO:0001959	6	163	9606	SAMHD1,TREX1,CSF1,PARP9,STAT1,PARP14	SAMHD1,TREX1,CSF1,PARP9,STAT1,PARP14	2.64e-06	0.00045	Regulation of cytokine-mediated signaling pathway	3.3467874862246565	0.35779111931256413	1.1974508407976026
73	Process	GO:0002718	5	89	9606	BST2,HLA-E,DDX58,RSAD2,HLA-G	BST2,HLA-E,DDX58,RSAD2,HLA-G	2.67e-06	0.00045	Regulation of cytokine production involved in immune response	3.3467874862246565	0.5414074710239843	1.811975748971609
