	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
30	Process	GO:0071345	17	1013	9606	YBX3,OAS3,NMI,SAMHD1,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,TRIM22,MX1,IFITM3,OAS1,IFI35	YBX3,OAS3,NMI,SAMHD1,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,TRIM22,MX1,IFITM3,OAS1,IFI35	6.95e-09	3.43e-06	Cellular response to cytokine stimulus	5.464705879957229	0.1641416356643818	0.8969857615609446
31	Process	GO:0035455	5	23	9606	MX2,IFIT3,IFIT2,IFITM3,OAS1	MX2,IFIT3,IFIT2,IFITM3,OAS1	2.1e-08	9.98e-06	Response to interferon-alpha	5.000869458712629	1.2765443279648143	6.383831542412077
32	Process	GO:0006950	29	3485	9606	YBX3,OAS3,NMI,RYDEN,SAMHD1,UBE2L6,IGFBP7,ITGA2,NLRP6,HNRNPM,MX2,OAS2,TAP1,PARP9,STAT1,PTGS2,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PARP14,PTK7	YBX3,OAS3,NMI,C19orf66,SAMHD1,UBE2L6,IGFBP7,ITGA2,NLRP6,HNRNPM,MX2,OAS2,TAP1,PARP9,STAT1,PTGS2,IFI44L,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PARP14,PTK7	6.65e-08	3.05e-05	Response to stress	4.515700160653214	-0.14050262488868379	-0.6344677257820277
33	Process	GO:0034341	8	182	9606	OAS3,NMI,RYDEN,OAS2,STAT1,TRIM22,IFITM3,OAS1	OAS3,NMI,C19orf66,OAS2,STAT1,TRIM22,IFITM3,OAS1	1.11e-07	4.91e-05	Response to interferon-gamma	4.308918507877031	0.582320758653257	2.509172694482013
34	Process	GO:0060333	6	70	9606	OAS3,NMI,OAS2,STAT1,TRIM22,OAS1	OAS3,NMI,OAS2,STAT1,TRIM22,OAS1	1.17e-07	5.01e-05	Interferon-gamma-mediated signaling pathway	4.300162274132754	0.8723553700157751	3.751269651778956
35	Process	GO:0010033	25	3011	9606	YBX3,OAS3,NMI,RYDEN,SAMHD1,IGFBP7,ITGA2,TYMS,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,ASPH,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	YBX3,OAS3,NMI,C19orf66,SAMHD1,IGFBP7,ITGA2,TYMS,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,ASPH,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	9.94e-07	0.0004	Response to organic substance	3.3979400086720375	-0.1414685871943334	-0.4807017723979341
36	Process	GO:0071310	22	2369	9606	YBX3,OAS3,NMI,SAMHD1,IGFBP7,ITGA2,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	YBX3,OAS3,NMI,SAMHD1,IGFBP7,ITGA2,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	9.61e-07	0.0004	Cellular response to organic substance	3.3979400086720375	-0.09284022025417055	-0.3154654988155701
37	Process	GO:0016032	12	776	9606	RYDEN,SP110,SAMHD1,ITGA2,TAP1,STAT1,IFIT1,TAP2,RTN3,ISG15,DDX58,TRIM22	C19orf66,SP110,SAMHD1,ITGA2,TAP1,STAT1,IFIT1,TAP2,RTN3,ISG15,DDX58,TRIM22	3.83e-06	0.0015	Viral process	2.8239087409443187	0.12862168443582467	0.3632158989533071
38	Process	GO:0061025	6	136	9606	NAPG,MX2,TAP1,TAP2,SAMD9,MX1	NAPG,MX2,TAP1,TAP2,SAMD9,MX1	4.68e-06	0.0018	Membrane fusion	2.744727494896694	0.5839145016598144	1.602686187374594
39	Process	GO:0031347	11	674	9606	NMI,SAMHD1,ITGA2,ERAP1,NLRP6,PARP9,STAT1,PTGS2,IFIT1,DDX58,PARP14	NMI,SAMHD1,ITGA2,ERAP1,NLRP6,PARP9,STAT1,PTGS2,IFIT1,DDX58,PARP14	6.23e-06	0.0022	Regulation of defense response	2.657577319177794	0.1520349482692936	0.4040446302428438
40	Process	GO:0060700	3	9	9606	OAS3,OAS2,OAS1	OAS3,OAS2,OAS1	5.86e-06	0.0022	Regulation of ribonuclease activity	2.657577319177794	1.4621809049267258	3.885858809468129
41	Process	GO:0019885	3	10	9606	ERAP1,TAP1,TAP2	ERAP1,TAP1,TAP2	7.6e-06	0.0026	Antigen processing and presentation of endogenous peptide antigen via mhc class i	2.585026652029182	1.4164234143660508	3.661492276694415
42	Process	GO:0070887	23	2919	9606	YBX3,OAS3,NMI,SAMHD1,IGFBP7,ITGA2,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,ASPH,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	YBX3,OAS3,NMI,SAMHD1,IGFBP7,ITGA2,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,ASPH,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	8.33e-06	0.0028	Cellular response to chemical stimulus	2.5528419686577806	-0.16420409932403315	-0.4191871161800425
43	Process	GO:0032480	4	45	9606	NMI,UBE2L6,ISG15,DDX58	NMI,UBE2L6,ISG15,DDX58	1.51e-05	0.0046	Negative regulation of type i interferon production	2.337242168318426	0.8881496371990071	2.075820783838231
44	Process	GO:0035457	3	13	9606	IFIT3,IFIT2,OAS1	IFIT3,IFIT2,OAS1	1.48e-05	0.0046	Cellular response to interferon-alpha	2.337242168318426	1.302480062059214	3.0442113244387956
45	Process	GO:0002831	8	406	9606	NMI,SAMHD1,ERAP1,PARP9,STAT1,IFIT1,DDX58,PARP14	NMI,SAMHD1,ERAP1,PARP9,STAT1,IFIT1,DDX58,PARP14	3.59e-05	0.0105	Regulation of response to biotic stimulus	1.978810700930062	0.23386611306113778	0.46277676711029914
46	Process	GO:0007166	19	2325	9606	OAS3,NMI,SAMHD1,ITGA2,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	OAS3,NMI,SAMHD1,ITGA2,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7	4.31e-05	0.0123	Cell surface receptor signaling pathway	1.9100948885606022	-0.1483671966267555	-0.2833954239068315
47	Process	GO:0032479	5	130	9606	NMI,UBE2L6,STAT1,ISG15,DDX58	NMI,UBE2L6,STAT1,ISG15,DDX58	5.76e-05	0.0161	Regulation of type i interferon production	1.7931741239681502	0.5243288116755704	0.9402128575476022
48	Process	GO:0060334	3	26	9606	PARP9,STAT1,PARP14	PARP9,STAT1,PARP14	9.38e-05	0.0246	Regulation of interferon-gamma-mediated signaling pathway	1.609064892896621	1.0014500663952328	1.6113981438255591
49	Process	GO:0050688	4	81	9606	PARP9,STAT1,IFIT1,DDX58	PARP9,STAT1,IFIT1,DDX58	0.00013	0.0335	Regulation of defense response to virus	1.4749551929631548	0.632877132095701	0.9334654124921826
50	Process	GO:0046967	2	4	9606	TAP1,TAP2	TAP1,TAP2	0.00014	0.0338	Cytosol to endoplasmic reticulum transport	1.4710832997223453	1.6382721639824072	2.4100348208345066
51	Process	GO:0035456	3	31	9606	RYDEN,STAT1,IFITM3	C19orf66,STAT1,IFITM3	0.00015	0.0368	Response to interferon-beta	1.4341521813264824	0.925061720531778	1.3266792843622783
52	Process	GO:0002230	3	32	9606	PARP9,STAT1,DDX58	PARP9,STAT1,DDX58	0.00017	0.0395	Positive regulation of defense response to virus by host	1.4034029043735399	0.9112734360461447	1.2788837868256149
53	Process	GO:0032647	3	32	9606	NMI,STAT1,DDX58	NMI,STAT1,DDX58	0.00017	0.0395	Regulation of interferon-alpha production	1.4034029043735399	0.9112734360461447	1.2788837868256149
54	Process	GO:0050896	39	8046	9606	YBX3,OAS3,NMI,RYDEN,IPO8,SAMHD1,CAPN5,UBE2L6,IGFBP7,ITGA2,ERAP1,NLRP6,TYMS,HNRNPM,MX2,OAS2,TAP1,PARP9,STAT1,PTGS2,IFI44,IFI44L,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ISG15,ASPH,DDX58,TRIM22,SYNPO,MX1,IFITM3,OAS1,IFI35,PARP14,PTK7,PALLD	YBX3,OAS3,NMI,C19orf66,IPO8,SAMHD1,CAPN5,UBE2L6,IGFBP7,ITGA2,ERAP1,NLRP6,TYMS,HNRNPM,MX2,OAS2,TAP1,PARP9,STAT1,PTGS2,IFI44,IFI44L,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ISG15,ASPH,DDX58,TRIM22,SYNPO,MX1,IFITM3,OAS1,IFI35,PARP14,PTK7,PALLD	0.00017	0.0395	Response to stimulus	1.4034029043735399	-0.375213261562355	-0.5265753810360777
55	Process	GO:1902219	2	5	9606	YBX3,PTGS2	YBX3,PTGS2	0.00019	0.0431	Negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	1.3655227298392685	1.5413621509743507	2.104765052069422
56	Process	GO:0042221	26	4333	9606	YBX3,OAS3,NMI,RYDEN,SAMHD1,IGFBP7,ITGA2,TYMS,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,ASPH,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7,PALLD	YBX3,OAS3,NMI,C19orf66,SAMHD1,IGFBP7,ITGA2,TYMS,HNRNPM,MX2,OAS2,STAT1,PTGS2,IFIT1,IFIT3,IFIT2,ISG15,ASPH,DDX58,TRIM22,MX1,IFITM3,OAS1,IFI35,PTK7,PALLD	0.00021	0.0465	Response to chemical	1.332547047110046	-0.2825131814171685	-0.37646210566711263
57	Process	GO:0060759	5	175	9606	SAMHD1,PARP9,STAT1,DDX58,PARP14	SAMHD1,PARP9,STAT1,DDX58,PARP14	0.00022	0.0485	Regulation of response to cytokine stimulus	1.3142582613977363	0.39523411529611274	0.5194397012141416
